#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.83;100;0;0;0;0;0;0;0;0;0
599.96;0.63;100;0;0;0;0;0;0;0;0;0
1199.75;0.45;100;0;0;0;0;0;0;0;0;0
1799.84;0.28;100;0;0;0;0;0;0;0;0;0
