#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;114.05;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.83;113.54;0.14;PP/0.01,TA/0.1,IS/0,PS/0.04,RB/0,OB/0.01,RP/0
119.86;112.64;0.25;PP/0.01,TA/0.18,IS/0,PS/0.1,RB/0,OB/0.01,RP/0
179.72;112.64;0.28;PP/0.01,TA/0.2,IS/0,PS/0.11,RB/0,OB/0.01,RP/0
239.74;112.64;0.31;PP/0.01,TA/0.2,IS/0,PS/0.11,RB/0,OB/0.01,RP/0
299.91;112.23;0.34;PP/0.01,TA/0.22,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
359.99;112.02;0.37;PP/0.02,TA/0.23,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
419.6;112.02;0.4;PP/0.02,TA/0.23,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
479.71;111.79;0.42;PP/0.02,TA/0.24,IS/0,PS/0.12,RB/0,OB/0.02,RP/0
539.82;111.59;0.45;PP/0.02,TA/0.24,IS/0,PS/0.12,RB/0,OB/0.02,RP/0
599.95;111.3;0.48;PP/0.04,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
659.82;111.3;0.52;PP/0.04,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
719.97;111.3;0.55;PP/0.04,TA/0.27,IS/0,PS/0.13,RB/0,OB/0.03,RP/0
779.98;111.3;0.58;PP/0.05,TA/0.28,IS/0,PS/0.13,RB/0,OB/0.03,RP/0
839.76;110.85;0.61;PP/0.05,TA/0.28,IS/0,PS/0.13,RB/0,OB/0.03,RP/0
899.8;110.63;0.64;PP/0.05,TA/0.29,IS/0,PS/0.14,RB/0,OB/0.04,RP/0
959.99;110.59;0.67;PP/0.06,TA/0.3,IS/0,PS/0.14,RB/0,OB/0.04,RP/0
1020;110.42;0.71;PP/0.07,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.04,RP/0
1079.98;110.23;0.73;PP/0.07,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.04,RP/0
1139.81;110.1;0.77;PP/0.07,TA/0.33,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
1199.8;110.09;0.8;PP/0.07,TA/0.34,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
1259.91;110.07;0.83;PP/0.08,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
1319.67;110.07;0.87;PP/0.08,TA/0.36,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
1379.76;110.07;0.89;PP/0.08,TA/0.36,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
1439.69;109.83;0.92;PP/0.09,TA/0.37,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
1499.97;109.75;0.95;PP/0.09,TA/0.38,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1559.95;109.7;0.97;PP/0.09,TA/0.38,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
1619.84;109.7;1;PP/0.09,TA/0.39,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
1679.61;109.56;1.03;PP/0.1,TA/0.4,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
1739.79;109.37;1.05;PP/0.1,TA/0.4,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
1799.97;109.27;1.07;PP/0.1,TA/0.4,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
