Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;1800;1800
OutputStation0;35.50;3.50;252;183;34;30.553518589037445;343.4705947477906;4.1666666666667425;61.646204902524005;7.411764705882353;833.6438385384234;1800
OutputStation1;35.50;9.50;265;195;33;32.77927040994812;238.49079074906928;12.04444444444448;66.14833333333286;8.030303030303031;788.0811542686732;1800
OutputStation2;0.50;6.50;243;178;34;29.251389100445472;305.3365337291567;4.101760458079639;62.68176045807991;7.147058823529412;872.5559669692173;1800
