Tag;Instance;Setting;Config;Seed;Timestamp
wmin;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240607-140006
wmin;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240607-140007
wmin;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240607-140008
wmin;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240607-140010
wr;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240607-140011
wr;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240607-140012
wr;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240607-140013
wr;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240607-140014
[[1, 0.059, 0.059]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240607-140015
[[1, 0.059, 0.059]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240607-140017
[[1, 0.059, 0.059]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240607-140018
[[1, 0.059, 0.059]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240607-140019
[[1, 0.059, 1]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240607-140020
[[1, 0.059, 1]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240607-140021
[[1, 0.059, 1]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240607-140023
[[1, 0.059, 1]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240607-140024
[[1, 0.059, 3]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240607-140025
[[1, 0.059, 3]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240607-140026
[[1, 0.059, 3]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;1;20240607-140027
[[1, 0.059, 3]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Db\Weighted2.xconf;2;20240607-140028
