#TimeStamp;DistanceTraveled
59.92;227.02
119.63;70
179.9;140.01
239.76;86.48
299.85;138.31
359.99;161.18
419.95;92.46
480;145.61
539.97;166.38
599.98;168.16
659.71;114.25
719.96;166.15
779.93;152.71
839.87;188.88
899.71;136.34
959.64;202.07
1019.78;175.13
1079.98;199.41
1139.71;192.04
1199.72;141.11
1259.9;88.82
1319.85;180.54
1379.91;137.33
1439.97;157.1
1499.71;185.25
1559.81;173.88
1619.95;209.11
1679.82;196.21
1739.73;229.77
1799.87;221.55
