#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;89.5;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.71;90.16;0.09;PP/0,TA/0.05,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.99;89.23;0.26;PP/0.01,TA/0.18,IS/0,PS/0.12,RB/0,OB/0.01,RP/0
179.97;89.21;0.34;PP/0.01,TA/0.23,IS/0,PS/0.13,RB/0,OB/0.02,RP/0
239.96;89.21;0.37;PP/0.01,TA/0.24,IS/0,PS/0.13,RB/0,OB/0.02,RP/0
299.62;89.18;0.44;PP/0.02,TA/0.27,IS/0,PS/0.13,RB/0,OB/0.02,RP/0
359.82;89.1;0.47;PP/0.02,TA/0.28,IS/0,PS/0.14,RB/0,OB/0.02,RP/0
419.71;89.09;0.52;PP/0.02,TA/0.3,IS/0,PS/0.14,RB/0,OB/0.03,RP/0
479.72;89.09;0.57;PP/0.03,TA/0.32,IS/0,PS/0.15,RB/0,OB/0.03,RP/0
539.73;89.09;0.61;PP/0.03,TA/0.33,IS/0,PS/0.15,RB/0,OB/0.04,RP/0
599.86;88.89;0.65;PP/0.03,TA/0.35,IS/0,PS/0.16,RB/0,OB/0.04,RP/0
659.8;88.73;0.69;PP/0.04,TA/0.36,IS/0,PS/0.16,RB/0,OB/0.04,RP/0
719.92;88.71;0.72;PP/0.04,TA/0.37,IS/0,PS/0.16,RB/0,OB/0.05,RP/0
779.86;88.71;0.75;PP/0.04,TA/0.38,IS/0,PS/0.17,RB/0,OB/0.05,RP/0
839.82;88.63;0.79;PP/0.05,TA/0.38,IS/0,PS/0.17,RB/0,OB/0.05,RP/0
899.98;88.54;0.82;PP/0.05,TA/0.39,IS/0,PS/0.17,RB/0,OB/0.05,RP/0
959.63;88.54;0.85;PP/0.05,TA/0.4,IS/0,PS/0.17,RB/0,OB/0.06,RP/0
1019.85;88.54;0.87;PP/0.05,TA/0.4,IS/0,PS/0.18,RB/0,OB/0.06,RP/0
1079.92;88.29;0.89;PP/0.06,TA/0.4,IS/0,PS/0.18,RB/0,OB/0.06,RP/0
1139.97;88.13;0.92;PP/0.06,TA/0.41,IS/0,PS/0.18,RB/0,OB/0.07,RP/0
1199.97;88;0.95;PP/0.06,TA/0.42,IS/0,PS/0.19,RB/0,OB/0.07,RP/0
1259.95;88;0.97;PP/0.06,TA/0.42,IS/0,PS/0.19,RB/0,OB/0.07,RP/0
1319.82;88;0.99;PP/0.06,TA/0.43,IS/0,PS/0.19,RB/0,OB/0.07,RP/0
1379.9;88;1.02;PP/0.07,TA/0.43,IS/0,PS/0.19,RB/0,OB/0.07,RP/0
1439.91;88;1.05;PP/0.07,TA/0.44,IS/0,PS/0.19,RB/0,OB/0.07,RP/0
1499.8;88;1.08;PP/0.07,TA/0.45,IS/0,PS/0.19,RB/0,OB/0.08,RP/0
1559.79;88;1.13;PP/0.08,TA/0.46,IS/0,PS/0.2,RB/0,OB/0.08,RP/0
1619.84;88;1.17;PP/0.09,TA/0.47,IS/0,PS/0.2,RB/0,OB/0.08,RP/0
1679.8;88;1.22;PP/0.09,TA/0.48,IS/0,PS/0.2,RB/0,OB/0.08,RP/0
1739.97;87.98;1.27;PP/0.1,TA/0.5,IS/0,PS/0.21,RB/0,OB/0.08,RP/0
1799.97;87.8;1.31;PP/0.1,TA/0.51,IS/0,PS/0.21,RB/0,OB/0.09,RP/0
