#TimeStamp;DistanceTraveled
59.71;196
119.99;100.98
179.97;155.73
239.96;125.58
299.62;131.42
359.82;186.39
419.71;164.64
479.72;162.47
539.73;146.06
599.86;168.84
659.8;108.18
719.92;191.36
779.86;180.37
839.82;129.09
899.98;216.82
959.63;130.09
1019.85;187.3
1079.92;167.46
1139.97;162.51
1199.97;159.57
1259.95;190.02
1319.82;127.02
1379.9;178.1
1439.91;169.04
1499.8;216.37
1559.79;214.64
1619.84;245.43
1679.8;148.75
1739.97;212.32
1799.97;181.22
