#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;74.27;0.03;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.73;74.27;0.32;PP/0.01,TA/0.23,IS/0,PS/0.11,RB/0,OB/0.01,RP/0
119.97;74.27;0.36;PP/0.01,TA/0.24,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
179.85;74.27;0.39;PP/0.01,TA/0.24,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
239.8;74.27;0.42;PP/0.02,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.02,RP/0
299.83;74.27;0.44;PP/0.02,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.02,RP/0
359.77;74.27;0.45;PP/0.02,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.02,RP/0
419.59;74.13;0.48;PP/0.02,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
479.78;74.04;0.5;PP/0.02,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
539.96;74.04;0.52;PP/0.02,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
599.89;74.04;0.54;PP/0.02,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
659.59;74.04;0.57;PP/0.02,TA/0.27,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
719.81;74.04;0.61;PP/0.02,TA/0.28,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
779.63;74.04;0.63;PP/0.02,TA/0.28,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
840;74.04;0.65;PP/0.03,TA/0.29,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
899.85;74.04;0.67;PP/0.03,TA/0.29,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
959.97;74.04;0.69;PP/0.03,TA/0.29,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1019.86;74.04;0.71;PP/0.03,TA/0.29,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1079.58;74.04;0.75;PP/0.03,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1139.92;74.04;0.77;PP/0.03,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.06,RP/0
1199.67;74.04;0.8;PP/0.03,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.06,RP/0
1259.98;74.04;0.83;PP/0.03,TA/0.31,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1319.96;74.04;0.87;PP/0.04,TA/0.31,IS/0,PS/0.14,RB/0,OB/0.07,RP/0
1379.99;73.96;0.91;PP/0.04,TA/0.31,IS/0,PS/0.14,RB/0,OB/0.07,RP/0
1439.99;73.93;0.94;PP/0.04,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.08,RP/0
1499.99;73.8;0.98;PP/0.04,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.08,RP/0
1559.76;73.72;1.03;PP/0.05,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.09,RP/0
1619.77;73.67;1.05;PP/0.05,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.09,RP/0
1679.83;73.63;1.07;PP/0.05,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.09,RP/0
1739.78;73.63;1.11;PP/0.05,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.1,RP/0
1799.97;73.55;1.14;PP/0.05,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.1,RP/0
