#TimeStamp;TripTime;Type
25;15;O
29;9;O
30;14;O
47;35;O
61;15;O
64;19;O
65;20;O
66;22;O
72;31;O
74;36;O
77;15;O
87;15;O
100;17;O
160;18;O
192;12;O
274;16;O
277;20;O
282;26;O
439;16;O
466;17;O
469;12;O
626;15;O
646;17;O
660;22;O
677;6;O
710;6;O
731;13;O
753;19;O
825;18;O
873;18;O
881;16;O
938;17;O
976;19;O
1057;28;O
1074;21;O
1081;24;O
1145;18;O
1255;26;O
1257;12;O
1278;22;O
1313;23;O
1324;22;O
1333;25;O
1346;31;O
1392;22;O
1395;26;O
1454;14;O
1474;5;O
1555;18;O
1555;13;O
1597;24;O
1660;13;O
1660;19;O
1729;27;O
1746;15;O
1755;14;O
