#TimeStamp;TripTime;Type
35;16;O
39;15;O
42;25;O
58;28;O
66;15;O
71;23;O
173;22;O
173;24;O
179;22;O
201;17;O
217;7;O
227;19;O
256;15;O
271;21;O
283;23;O
318;26;O
320;33;O
354;18;O
362;25;O
371;27;O
431;25;O
434;30;O
445;12;O
467;25;O
468;19;O
521;21;O
531;18;O
542;18;O
592;33;O
601;27;O
605;7;O
610;26;O
672;14;O
672;18;O
681;32;O
698;14;O
722;29;O
736;16;O
763;32;O
805;22;O
828;21;O
836;6;O
850;30;O
852;27;O
895;36;O
901;21;O
923;20;O
924;19;O
952;24;O
991;16;O
1004;16;O
1037;21;O
1074;24;O
1091;25;O
1100;30;O
1105;31;O
1110;19;O
1124;28;O
1190;29;O
1210;21;O
1222;18;O
1224;24;O
1261;23;O
1276;11;O
1289;22;O
1296;22;O
1331;23;O
1350;21;O
1380;16;O
1409;13;O
1409;17;O
1421;11;O
1436;22;O
1448;25;O
1454;27;O
1524;26;O
1528;24;O
1541;23;O
1541;26;O
1548;23;O
1558;43;O
1619;22;O
1620;20;O
1622;35;O
1633;22;O
1669;20;O
1682;24;O
1689;19;O
1712;16;O
1715;7;O
1745;24;O
1774;34;O
1786;20;O
