#TimeStamp;TripTime;Type
31;14;O
43;21;O
52;24;O
54;30;O
71;22;O
72;23;O
166;17;O
194;24;O
216;27;O
225;22;O
233;24;O
245;24;O
312;19;O
346;29;O
354;23;O
382;32;O
402;22;O
405;17;O
450;11;O
450;18;O
480;20;O
489;15;O
531;17;O
553;22;O
572;22;O
579;22;O
602;17;O
609;21;O
700;16;O
701;25;O
701;21;O
724;14;O
753;8;O
781;15;O
783;24;O
805;19;O
833;23;O
834;23;O
867;21;O
905;14;O
907;25;O
917;24;O
981;16;O
985;18;O
986;14;O
987;26;O
1029;23;O
1069;22;O
1102;24;O
1115;13;O
1138;18;O
1151;28;O
1154;14;O
1189;20;O
1192;22;O
1237;21;O
1239;16;O
1256;20;O
1282;23;O
1295;20;O
1324;26;O
1342;19;O
1350;18;O
1376;25;O
1393;22;O
1432;24;O
1445;17;O
1450;27;O
1470;24;O
1483;26;O
1501;36;O
1513;18;O
1525;21;O
1533;14;O
1547;13;O
1566;23;O
1586;19;O
1592;16;O
1604;22;O
1620;13;O
1658;17;O
1670;15;O
1678;22;O
1687;25;O
1687;13;O
1688;44;O
1752;26;O
1762;31;O
1763;24;O
1774;19;O
1778;14;O
1799;21;O
