#TimeStamp;TripTime;Type
33;11;O
34;17;O
40;24;O
45;24;O
65;10;O
68;19;O
105;21;O
140;15;O
142;17;O
152;15;O
179;23;O
182;22;O
187;15;O
224;17;O
229;18;O
234;17;O
277;26;O
293;23;O
303;23;O
322;13;O
328;18;O
341;25;O
378;20;O
382;18;O
425;22;O
431;21;O
464;16;O
498;36;O
499;22;O
514;27;O
519;23;O
536;7;O
555;7;O
589;18;O
592;17;O
600;15;O
606;26;O
641;18;O
648;15;O
661;17;O
687;19;O
692;24;O
705;19;O
728;28;O
738;17;O
768;14;O
775;17;O
789;20;O
796;13;O
806;14;O
842;16;O
849;28;O
889;24;O
889;19;O
905;18;O
912;23;O
939;15;O
963;31;O
973;18;O
999;22;O
1015;31;O
1020;33;O
1032;25;O
1048;14;O
1051;17;O
1079;12;O
1160;32;O
1170;43;O
1184;27;O
1185;14;O
1207;30;O
1224;22;O
1228;6;O
1298;16;O
1303;28;O
1308;24;O
1316;26;O
1322;19;O
1325;20;O
1369;22;O
1379;21;O
1395;22;O
1406;13;O
1415;23;O
1436;26;O
1464;16;O
1470;21;O
1499;26;O
1501;27;O
1545;27;O
1545;7;O
1569;23;O
1575;14;O
1586;19;O
1587;15;O
1637;38;O
1649;18;O
1662;24;O
1665;22;O
1667;13;O
1670;20;O
1697;12;O
1726;21;O
1738;21;O
1743;13;O
1751;14;O
1781;14;O
1793;32;O
1794;16;O
