#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.6;100;0;0;0;0;0;0;0;0;0
599.9;0.43;100;0;0;0;0;0;0;0;0;0
1199.72;0.3;100;0;0;0;0;0;0;0;0;0
1800;0.19;100;0;0;0;0;0;0;0;0;0
