#TimeStamp;TripTime;Type
42;12;O
42;26;O
51;15;O
55;29;O
68;15;O
90;18;O
138;30;O
145;27;O
148;15;O
157;21;O
170;15;O
216;26;O
251;15;O
277;17;O
319;28;O
323;22;O
324;28;O
331;18;O
344;18;O
409;21;O
424;18;O
439;21;O
446;13;O
467;13;O
488;26;O
492;24;O
514;20;O
531;21;O
535;21;O
560;19;O
583;13;O
599;15;O
621;17;O
641;19;O
658;28;O
675;22;O
685;7;O
708;26;O
733;20;O
760;24;O
764;16;O
782;11;O
804;16;O
810;11;O
824;20;O
863;25;O
863;23;O
873;15;O
903;19;O
904;16;O
933;30;O
993;27;O
997;56;O
1003;29;O
1005;30;O
1009;20;O
1020;7;O
1074;17;O
1085;26;O
1091;14;O
1100;21;O
1110;15;O
1131;26;O
1159;17;O
1173;15;O
1174;26;O
1195;22;O
1199;27;O
1243;20;O
1254;21;O
1261;19;O
1272;15;O
1311;24;O
1323;24;O
1325;21;O
1350;17;O
1361;27;O
1374;42;O
1391;22;O
1398;28;O
1430;14;O
1439;22;O
1467;31;O
1473;27;O
1477;24;O
1486;29;O
1513;23;O
1542;22;O
1551;31;O
1557;14;O
1571;13;O
1601;13;O
1622;17;O
1641;22;O
1654;13;O
1657;25;O
1670;20;O
1684;32;O
1704;22;O
1722;19;O
1725;20;O
1748;25;O
1758;22;O
1776;12;O
1786;17;O
1793;14;O
1795;21;O
