#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;75.11;0.01;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0,RP/0
59.93;75.29;0.1;PP/0,TA/0.06,IS/0,PS/0.01,RB/0,OB/0.01,RP/0
119.59;75.29;0.11;PP/0.01,TA/0.06,IS/0,PS/0.01,RB/0,OB/0.01,RP/0
179.85;75.29;0.19;PP/0.01,TA/0.1,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
239.83;75.54;0.21;PP/0.01,TA/0.11,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
299.73;75.54;0.24;PP/0.01,TA/0.11,IS/0,PS/0.06,RB/0,OB/0.02,RP/0
359.98;75.54;0.27;PP/0.01,TA/0.12,IS/0,PS/0.07,RB/0,OB/0.02,RP/0
419.82;75.09;0.3;PP/0.01,TA/0.13,IS/0,PS/0.07,RB/0,OB/0.02,RP/0
479.83;74.77;0.33;PP/0.01,TA/0.13,IS/0,PS/0.07,RB/0,OB/0.02,RP/0
539.66;74.55;0.34;PP/0.02,TA/0.13,IS/0,PS/0.07,RB/0,OB/0.03,RP/0
599.78;74.44;0.36;PP/0.02,TA/0.14,IS/0,PS/0.07,RB/0,OB/0.03,RP/0
659.62;74.39;0.39;PP/0.02,TA/0.14,IS/0,PS/0.07,RB/0,OB/0.03,RP/0
719.93;74.34;0.41;PP/0.02,TA/0.14,IS/0,PS/0.08,RB/0,OB/0.03,RP/0
779.95;74.34;0.43;PP/0.02,TA/0.15,IS/0,PS/0.08,RB/0,OB/0.03,RP/0
839.89;74.34;0.45;PP/0.02,TA/0.15,IS/0,PS/0.08,RB/0,OB/0.03,RP/0
899.8;74.34;0.47;PP/0.02,TA/0.15,IS/0,PS/0.08,RB/0,OB/0.04,RP/0
959.88;74.33;0.49;PP/0.03,TA/0.16,IS/0,PS/0.08,RB/0,OB/0.04,RP/0
1019.92;74.12;0.51;PP/0.03,TA/0.16,IS/0,PS/0.08,RB/0,OB/0.04,RP/0
1079.9;74.01;0.52;PP/0.03,TA/0.16,IS/0,PS/0.08,RB/0,OB/0.04,RP/0
1139.7;73.96;0.54;PP/0.03,TA/0.16,IS/0,PS/0.08,RB/0,OB/0.04,RP/0
1199.77;73.96;0.55;PP/0.03,TA/0.16,IS/0,PS/0.08,RB/0,OB/0.04,RP/0
1259.66;73.92;0.56;PP/0.03,TA/0.16,IS/0,PS/0.08,RB/0,OB/0.04,RP/0
1319.68;73.92;0.59;PP/0.03,TA/0.17,IS/0,PS/0.08,RB/0,OB/0.05,RP/0
1380;73.92;0.6;PP/0.03,TA/0.17,IS/0,PS/0.08,RB/0,OB/0.05,RP/0
1439.8;73.89;0.63;PP/0.03,TA/0.18,IS/0,PS/0.08,RB/0,OB/0.05,RP/0
1499.94;73.58;0.64;PP/0.03,TA/0.18,IS/0,PS/0.08,RB/0,OB/0.05,RP/0
1559.89;73.52;0.66;PP/0.03,TA/0.18,IS/0,PS/0.09,RB/0,OB/0.05,RP/0
1619.98;73.52;0.68;PP/0.03,TA/0.18,IS/0,PS/0.09,RB/0,OB/0.05,RP/0
1679.79;73.3;0.71;PP/0.04,TA/0.18,IS/0,PS/0.09,RB/0,OB/0.06,RP/0
1739.74;73.24;0.73;PP/0.04,TA/0.19,IS/0,PS/0.09,RB/0,OB/0.06,RP/0
1799.89;73.14;0.76;PP/0.04,TA/0.19,IS/0,PS/0.09,RB/0,OB/0.06,RP/0
