#TimeStamp;DistanceTraveled
59.82;190.69
119.69;95.92
179.96;173.74
239.87;157.88
299.99;140.92
359.88;186.1
419.97;160.86
479.99;139.77
539.83;199.48
599.74;193.64
659.67;198.75
719.9;199.97
779.96;178.66
839.9;221.33
899.97;138.84
959.76;139.42
1019.82;172.4
1079.65;129.49
1139.89;194.43
1200;140.72
1259.87;118.25
1319.96;160.85
1379.9;187.2
1439.97;184.76
1499.9;140.67
1559.97;185.77
1619.93;243.11
1679.96;195.9
1739.93;177.69
1799.96;198.66
