#TimeStamp;TripTime;Type
41;13;O
41;21;O
43;16;O
54;28;O
67;20;O
71;17;O
133;19;O
140;24;O
144;23;O
196;33;O
202;21;O
212;22;O
225;18;O
278;20;O
313;27;O
318;6;O
345;19;O
351;17;O
386;19;O
387;11;O
400;12;O
421;24;O
443;20;O
454;33;O
486;15;O
503;17;O
506;19;O
577;18;O
578;26;O
589;31;O
605;26;O
608;14;O
628;31;O
671;28;O
683;33;O
716;12;O
726;24;O
738;25;O
758;23;O
769;14;O
791;25;O
802;12;O
848;27;O
855;24;O
886;13;O
898;25;O
902;14;O
931;29;O
941;10;O
943;26;O
969;24;O
989;24;O
1026;16;O
1043;15;O
1050;25;O
1060;26;O
1083;26;O
1110;18;O
1120;15;O
1128;20;O
1131;23;O
1182;23;O
1187;26;O
1194;17;O
1204;21;O
1220;21;O
1260;7;O
1263;14;O
1266;26;O
1281;19;O
1303;12;O
1355;23;O
1357;21;O
1358;33;O
1371;15;O
1395;17;O
1446;21;O
1448;25;O
1457;27;O
1465;7;O
1509;13;O
1515;33;O
1520;13;O
1533;15;O
1564;18;O
1575;28;O
1604;18;O
1623;7;O
1633;27;O
1639;31;O
1658;23;O
1669;29;O
1677;12;O
1680;13;O
1713;20;O
1728;18;O
1757;23;O
1767;37;O
1769;18;O
1795;19;O
1796;22;O
