#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.6;100;0;0;0;0;0;0;0;0;0
599.81;0.44;100;0;0;0;0;0;0;0;0;0
1199.91;0.3;100;0;0;0;0;0;0;0;0;0
1799.71;0.17;100;0;0;0;0;0;0;0;0;0
