#TimeStamp;TripTime;Type
37;12;O
51;37;O
62;13;O
64;15;O
65;39;O
69;21;O
113;23;O
143;23;O
149;31;O
158;25;O
200;12;O
204;27;O
208;15;O
240;21;O
255;32;O
285;17;O
286;20;O
299;36;O
309;34;O
324;17;O
364;20;O
369;28;O
385;19;O
405;23;O
425;23;O
439;15;O
441;32;O
461;18;O
509;19;O
513;12;O
514;25;O
541;16;O
543;17;O
586;16;O
594;25;O
616;25;O
621;24;O
650;18;O
652;31;O
666;7;O
715;22;O
716;15;O
761;27;O
766;26;O
769;17;O
788;35;O
812;18;O
826;28;O
880;35;O
901;29;O
907;10;O
915;21;O
916;24;O
933;25;O
994;24;O
1051;30;O
1063;30;O
1066;24;O
1068;24;O
1094;22;O
1096;20;O
1131;7;O
1141;19;O
1173;24;O
1208;7;O
1221;23;O
1237;20;O
1237;18;O
1239;20;O
1277;21;O
1278;22;O
1337;28;O
1342;11;O
1357;7;O
1361;30;O
1367;31;O
1374;23;O
1435;9;O
1476;17;O
1480;17;O
1482;18;O
1484;14;O
1529;19;O
1534;27;O
1553;19;O
1573;26;O
1580;22;O
1595;22;O
1621;14;O
1655;26;O
1658;23;O
1664;19;O
1677;26;O
1682;12;O
1683;24;O
1749;15;O
1756;25;O
1766;54;O
1775;27;O
1792;23;O
