#TimeStamp;TripTime;Type
37;19;O
37;12;O
38;22;O
47;30;O
79;27;O
84;32;O
150;19;O
155;24;O
177;25;O
194;23;O
217;13;O
220;19;O
252;12;O
277;22;O
305;18;O
325;28;O
328;26;O
357;21;O
360;33;O
375;16;O
408;19;O
447;25;O
456;16;O
487;28;O
489;14;O
511;20;O
512;31;O
538;22;O
571;25;O
573;21;O
595;32;O
609;21;O
611;18;O
629;20;O
680;22;O
685;27;O
704;13;O
725;21;O
727;23;O
739;12;O
788;32;O
799;23;O
801;20;O
820;24;O
844;25;O
845;20;O
863;15;O
898;16;O
908;15;O
918;33;O
926;11;O
942;50;O
980;18;O
981;22;O
1013;14;O
1034;17;O
1052;34;O
1053;26;O
1071;27;O
1078;26;O
1096;19;O
1125;25;O
1161;23;O
1189;23;O
1190;25;O
1208;26;O
1237;25;O
1254;26;O
1271;24;O
1272;25;O
1299;20;O
1325;20;O
1349;19;O
1353;13;O
1361;20;O
1392;12;O
1409;22;O
1411;19;O
1430;13;O
1467;15;O
1469;15;O
1487;18;O
1489;21;O
1497;19;O
1508;19;O
1543;19;O
1570;23;O
1576;38;O
1607;17;O
1618;26;O
1646;18;O
1657;30;O
1672;59;O
1689;22;O
1694;26;O
1730;27;O
1733;25;O
1744;30;O
1762;23;O
1763;21;O
1786;25;O
