#TimeStamp;TripTime;Type
39;23;O
46;28;O
50;30;O
63;20;O
70;14;O
76;24;O
120;13;O
141;11;O
146;27;O
153;17;O
171;26;O
180;22;O
205;15;O
217;14;O
221;18;O
226;18;O
257;20;O
278;20;O
284;17;O
300;16;O
306;16;O
306;12;O
351;23;O
353;11;O
355;28;O
366;12;O
376;19;O
394;25;O
411;10;O
446;20;O
450;7;O
475;17;O
478;25;O
486;15;O
530;19;O
531;11;O
544;22;O
566;26;O
567;18;O
589;17;O
623;19;O
627;22;O
645;24;O
660;20;O
668;23;O
684;13;O
703;14;O
725;18;O
729;25;O
755;17;O
757;25;O
765;16;O
796;13;O
797;17;O
814;17;O
837;27;O
840;21;O
841;20;O
879;22;O
886;27;O
887;30;O
919;19;O
938;18;O
952;8;O
987;26;O
1000;23;O
1010;23;O
1014;13;O
1028;23;O
1052;17;O
1069;18;O
1082;17;O
1091;26;O
1104;20;O
1106;7;O
1122;25;O
1144;10;O
1154;28;O
1175;21;O
1193;24;O
1199;21;O
1212;11;O
1234;18;O
1244;24;O
1275;14;O
1288;23;O
1303;7;O
1311;16;O
1313;15;O
1320;14;O
1338;11;O
1356;12;O
1387;12;O
1405;34;O
1416;38;O
1417;20;O
1423;32;O
1428;11;O
1489;35;O
1493;17;O
1495;15;O
1498;19;O
1518;19;O
1531;21;O
1569;14;O
1579;28;O
1582;14;O
1605;14;O
1605;19;O
1628;27;O
1644;22;O
1653;34;O
1660;27;O
1677;23;O
1713;22;O
1739;38;O
1746;39;O
1764;14;O
1795;39;O
