#TimeStamp;TripTime;Type
37;24;O
43;14;O
55;23;O
59;25;O
63;20;O
86;25;O
162;18;O
168;18;O
176;17;O
250;30;O
260;21;O
263;17;O
292;19;O
321;22;O
352;21;O
396;20;O
400;16;O
414;22;O
462;15;O
467;26;O
472;27;O
520;15;O
544;15;O
547;24;O
573;13;O
579;21;O
597;23;O
644;17;O
657;19;O
689;19;O
708;19;O
733;26;O
779;30;O
788;22;O
796;13;O
808;16;O
810;17;O
865;16;O
874;19;O
914;20;O
936;22;O
959;23;O
968;22;O
1012;21;O
1020;26;O
1033;22;O
1041;23;O
1050;21;O
1105;27;O
1135;30;O
1160;18;O
1186;17;O
1196;37;O
1197;19;O
1213;29;O
1238;20;O
1271;15;O
1327;27;O
1333;27;O
1337;30;O
1351;25;O
1357;24;O
1372;18;O
1444;21;O
1460;22;O
1462;26;O
1477;15;O
1479;33;O
1491;19;O
1552;20;O
1556;18;O
1559;15;O
1565;22;O
1566;20;O
1575;39;O
1626;17;O
1652;31;O
1670;26;O
1672;30;O
1697;22;O
1710;24;O
1720;33;O
1734;23;O
1738;14;O
1767;21;O
1786;25;O
1798;23;O
