#FromID;FromX;FromY;FromIsStorage;FromIsIStation;FromIsOStation;FromIsElevator;ToID;ToX;ToY;ToIsStorage;ToIsIStation;ToIsOStation;ToIsElevator;Count;TravelTimeAvg;TravelTimeVar;TravelTimeMin;TravelTimeMax
12;35.50;3.50;False;False;True;False;144;19.50;1.50;True;False;False;False;1;18.62555555555548;0;18.62555555555548;18.62555555555548
12;35.50;3.50;False;False;True;False;146;21.50;1.50;True;False;False;False;2;18.619119770961447;0.08792748509960467;18.409444444444944;18.82879509747795
12;35.50;3.50;False;False;True;False;147;22.50;1.50;True;False;False;False;1;25.310000000000173;0;25.310000000000173;25.310000000000173
12;35.50;3.50;False;False;True;False;148;23.50;1.50;True;False;False;False;1;25.081854249493063;0;25.081854249493063;25.081854249493063
12;35.50;3.50;False;False;True;False;149;24.50;1.50;True;False;False;False;1;15.312222222222147;0;15.312222222222147;15.312222222222147
12;35.50;3.50;False;False;True;False;151;12.50;2.50;True;False;False;False;1;20.151666666667097;0;20.151666666667097;20.151666666667097
12;35.50;3.50;False;False;True;False;153;14.50;2.50;True;False;False;False;1;20.730000000000473;0;20.730000000000473;20.730000000000473
12;35.50;3.50;False;False;True;False;155;16.50;2.50;True;False;False;False;1;17.77657287525369;0;17.77657287525369;17.77657287525369
12;35.50;3.50;False;False;True;False;157;18.50;2.50;True;False;False;False;1;16.740187582826252;0;16.740187582826252;16.740187582826252
12;35.50;3.50;False;False;True;False;158;19.50;2.50;True;False;False;False;1;18.39398268030186;0;18.39398268030186;18.39398268030186
12;35.50;3.50;False;False;True;False;160;21.50;2.50;True;False;False;False;1;14.197316013635088;0;14.197316013635088;14.197316013635088
12;35.50;3.50;False;False;True;False;161;22.50;2.50;True;False;False;False;1;13.6216666666665;0;13.6216666666665;13.6216666666665
12;35.50;3.50;False;False;True;False;162;23.50;2.50;True;False;False;False;1;12.93564934696849;0;12.93564934696849;12.93564934696849
12;35.50;3.50;False;False;True;False;163;24.50;2.50;True;False;False;False;1;12.762777777777785;0;12.762777777777785;12.762777777777785
12;35.50;3.50;False;False;True;False;179;12.50;4.50;True;False;False;False;1;20.601868635340452;0;20.601868635340452;20.601868635340452
12;35.50;3.50;False;False;True;False;181;14.50;4.50;True;False;False;False;2;21.88819264621179;1.1295825958622097;21.13666666666677;22.639718625756814
12;35.50;3.50;False;False;True;False;183;16.50;4.50;True;False;False;False;1;17.637604580797642;0;17.637604580797642;17.637604580797642
12;35.50;3.50;False;False;True;False;185;18.50;4.50;True;False;False;False;1;16.05083692979474;0;16.05083692979474;16.05083692979474
