#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;120.21;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0,RP/0
59.97;120.21;0.09;PP/0,TA/0.06,IS/0,PS/0.03,RB/0,OB/0.01,RP/0
119.85;120.12;0.12;PP/0,TA/0.07,IS/0,PS/0.04,RB/0,OB/0.01,RP/0
180;119.9;0.15;PP/0.01,TA/0.08,IS/0,PS/0.04,RB/0,OB/0.01,RP/0
239.89;119.86;0.19;PP/0.01,TA/0.1,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
299.9;119.86;0.21;PP/0.01,TA/0.1,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
359.8;119.86;0.24;PP/0.01,TA/0.11,IS/0,PS/0.05,RB/0,OB/0.02,RP/0
419.7;119.86;0.26;PP/0.01,TA/0.12,IS/0,PS/0.05,RB/0,OB/0.02,RP/0
479.75;119.86;0.3;PP/0.02,TA/0.12,IS/0,PS/0.06,RB/0,OB/0.02,RP/0
539.84;119.86;0.32;PP/0.02,TA/0.13,IS/0,PS/0.06,RB/0,OB/0.02,RP/0
599.95;119.67;0.35;PP/0.02,TA/0.14,IS/0,PS/0.06,RB/0,OB/0.02,RP/0
659.8;119.36;0.38;PP/0.03,TA/0.14,IS/0,PS/0.06,RB/0,OB/0.03,RP/0
719.85;119.25;0.41;PP/0.03,TA/0.15,IS/0,PS/0.06,RB/0,OB/0.03,RP/0
779.98;119.1;0.43;PP/0.03,TA/0.15,IS/0,PS/0.06,RB/0,OB/0.03,RP/0
839.98;118.97;0.46;PP/0.03,TA/0.16,IS/0,PS/0.06,RB/0,OB/0.03,RP/0
899.93;118.83;0.49;PP/0.04,TA/0.17,IS/0,PS/0.07,RB/0,OB/0.03,RP/0
959.77;118.71;0.51;PP/0.04,TA/0.17,IS/0,PS/0.07,RB/0,OB/0.04,RP/0
1019.93;118.71;0.53;PP/0.04,TA/0.17,IS/0,PS/0.07,RB/0,OB/0.04,RP/0
1079.9;118.71;0.55;PP/0.04,TA/0.18,IS/0,PS/0.07,RB/0,OB/0.04,RP/0
1139.97;118.71;0.57;PP/0.04,TA/0.18,IS/0,PS/0.07,RB/0,OB/0.04,RP/0
1199.99;118.68;0.6;PP/0.05,TA/0.19,IS/0,PS/0.07,RB/0,OB/0.04,RP/0
1259.63;118.52;0.62;PP/0.05,TA/0.19,IS/0,PS/0.07,RB/0,OB/0.04,RP/0
1319.6;118.46;0.64;PP/0.05,TA/0.19,IS/0,PS/0.07,RB/0,OB/0.05,RP/0
1379.83;118.41;0.66;PP/0.05,TA/0.2,IS/0,PS/0.07,RB/0,OB/0.05,RP/0
1439.85;118.4;0.67;PP/0.05,TA/0.2,IS/0,PS/0.07,RB/0,OB/0.05,RP/0
1499.95;118.4;0.7;PP/0.06,TA/0.2,IS/0,PS/0.07,RB/0,OB/0.05,RP/0
1559.99;118.4;0.72;PP/0.06,TA/0.21,IS/0,PS/0.07,RB/0,OB/0.05,RP/0
1619.98;118.38;0.74;PP/0.06,TA/0.21,IS/0,PS/0.07,RB/0,OB/0.05,RP/0
1679.96;118.19;0.76;PP/0.06,TA/0.22,IS/0,PS/0.08,RB/0,OB/0.05,RP/0
1739.9;118.11;0.78;PP/0.07,TA/0.22,IS/0,PS/0.08,RB/0,OB/0.06,RP/0
1799.97;118.07;0.8;PP/0.07,TA/0.22,IS/0,PS/0.08,RB/0,OB/0.06,RP/0
