#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;200;200;0;0;0;0;0;0.45
59.73;200;200;0;56.66;0;59.73;0;0.46
119.92;200;200;0;79.47;0;110.43;0;0.41
179.79;200;200;0;111.05;0;168.86;0;0.46
239.9;200;200;0;145.32;0;222.12;0;0.39
299.81;200;200;0;163.79;0;263.15;0;0.43
359.76;200;200;0;175.25;0;315.54;0;0.35
419.99;200;200;0;179.36;0;354.57;0;0.39
479.93;200;200;0;211.7;0;425.17;0;0.34
539.91;200;200;0;229.57;0;445.46;0;0.46
599.85;200;200;0;262.01;0;518.32;0;0.48
659.99;200;200;0;272.92;0;567.4;0;0.46
719.9;200;200;0;301.37;0;630.66;0;0.5
779.95;200;200;0;283.99;0;602.44;0;0.48
839.88;200;200;0;320.84;0;615.32;0;0.57
899.87;200;200;0;332.3;0;625.44;0;0.6
959.79;200;200;0;356.35;0;667.99;0;0.62
1019.72;200;200;0;385.65;0;761.79;0;0.62
1079.97;200;200;0;402.23;0;847.38;0;0.56
1139.64;200;200;0;385.97;0;835.05;0;0.59
1199.98;200;198;0;434.88;0;949.88;0;0.59
1259.93;200;187;0;446.52;0;913.53;0;0.68
1319.93;200;176;0;493.33;0;1060.38;0;0.64
1379.89;200;164;0;498.79;0;1124.92;0;0.55
1439.96;200;152;0;493.83;0;1136.08;0;0.59
1499.93;200;134;0;481.99;0;1143.97;0;0.64
1559.76;200;120;0;465.62;0;1206.54;0;0.65
1619.72;200;105;0;437.95;0;1391.12;0;0.61
1679.86;200;97;0;472.24;0;1504.13;0;0.59
1739.68;200;95;0;506.78;0;1583.47;0;0.56
1799.77;200;83;0;524.83;0;1581.49;0;0.59
