#TimeStamp;DistanceTraveled
59.73;711.22
119.97;375.71
179.98;369.25
239.72;533.34
299.98;586.05
359.95;392.08
419.96;358.87
479.85;394.51
539.99;501.28
599.59;505.55
660;417.16
719.77;417.88
779.91;442.51
839.89;419.21
899.86;507.77
959.88;458.52
1019.77;415.63
1079.99;463.34
1139.94;483.1
1199.9;485.86
1259.68;493.42
1319.87;358.97
1379.76;367.91
1439.96;388.48
1499.97;437.21
1559.97;447.78
1619.73;499.9
1679.98;436.91
1739.89;536.77
1799.76;478.78
