#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;116.71;0.04;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.59;116.32;0.11;PP/0.01,TA/0.04,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.81;114.48;0.22;PP/0.01,TA/0.13,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
179.71;114.44;0.25;PP/0.02,TA/0.14,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
239.96;114.44;0.3;PP/0.03,TA/0.15,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
299.75;114.38;0.33;PP/0.03,TA/0.16,IS/0,PS/0.09,RB/0,OB/0.02,RP/0
359.62;113.79;0.38;PP/0.03,TA/0.18,IS/0,PS/0.09,RB/0,OB/0.02,RP/0
419.83;113.6;0.42;PP/0.04,TA/0.19,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
479.71;113.58;0.46;PP/0.04,TA/0.22,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
539.93;113.57;0.49;PP/0.04,TA/0.22,IS/0,PS/0.1,RB/0,OB/0.03,RP/0
599.98;113.57;0.52;PP/0.04,TA/0.23,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
659.83;113.57;0.55;PP/0.05,TA/0.24,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
719.99;113.43;0.59;PP/0.05,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
779.96;113.12;0.61;PP/0.05,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
839.97;113.03;0.64;PP/0.05,TA/0.27,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
899.65;113.03;0.68;PP/0.06,TA/0.28,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
959.91;112.84;0.71;PP/0.06,TA/0.29,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1019.64;112.68;0.74;PP/0.06,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1079.96;112.39;0.76;PP/0.06,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1139.74;112.23;0.79;PP/0.07,TA/0.31,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1200;112.21;0.82;PP/0.07,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1259.8;112.21;0.84;PP/0.07,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1319.7;112.06;0.88;PP/0.08,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1379.62;111.91;0.9;PP/0.08,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1439.91;111.79;0.92;PP/0.08,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1499.61;111.78;0.95;PP/0.08,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1559.86;111.78;0.97;PP/0.08,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1619.95;111.78;0.99;PP/0.09,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1679.85;111.78;1.02;PP/0.09,TA/0.36,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1739.99;111.78;1.04;PP/0.1,TA/0.36,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1799.95;111.78;1.07;PP/0.1,TA/0.37,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
