# SectorTime BundlesPlaced
0 600
0.08333333333333333 600
0.16666666666666666 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.23305 600
0.31638333333333335 600
0.3333333333333333 600
