#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.6;100;0;0;0;0;0;0;0;0;0
599.99;0.41;100;0;0;0;0;0;0;0;0;0
1199.86;0.23;100;0;0;0;0;0;0;0;0;0
1799.92;0.09;100;0;0;0;0;0;0;0;0;0
