#TimeStamp;DistanceTraveled
59.73;284.43
119.71;190.09
179.67;142.99
239.76;62.11
299.92;63.55
359.94;132.22
419.89;119.5
479.82;118.5
539.95;163.08
599.68;115.27
659.98;71.23
719.76;37.05
779.96;89.41
839.77;116.4
899.74;48.79
959.92;106.23
1019.83;160.81
1079.89;82.36
1139.9;28
1199.79;158.76
1259.96;96.25
1319.87;160.56
1379.98;82.44
1439.78;100.12
1499.89;107.75
1559.79;34.47
1619.96;157.32
1679.88;157.54
1739.88;89.9
1799.96;232.75
