# SectorTime OrderTurnoverAgeAverage
0 633.6899999999998
0.016591666666666668 633.6899999999998
0.03333055555555556 670.1048484848484
0.04998333333333333 687.3205882352939
0.06659444444444444 687.3205882352939
0.08327222219444444 725.8252777777775
0.09999166666666667 747.9429729729727
0.11664166666666667 770.4226315789471
0.13324444444444444 789.6992307692306
0.15 810.2704999999997
0.16663611111111112 830.8951219512193
0.183225 830.8951219512193
0.19999166666666668 869.0874418604649
0.21665 886.8295454545452
0.2333222222222222 903.7877777777774
0.24997222222222223 920.470869565217
0.2666027777777778 937.0955319148933
0.28330833333333333 954.0929166666664
0.29999722222222225 969.5755102040813
0.3165527777777778 969.5755102040813
0.33331666666666665 983.6841999999997
0.34999166666666665 1010.2486538461536
0.36665555555555557 1022.5996226415091
0.38332222222222223 1022.5996226415091
0.3999111111111111 1035.1455555555553
0.41665555555555556 1063.7471428571425
0.4332388888888889 1063.7471428571425
0.45 1101.9618965517238
0.4666222222222222 1122.646101694915
0.4832888888888889 1148.215333333333
0.49993333333333334 1175.6213114754096
0.5166083333333333 1214.460508474576
0.5332722222222223 1246.9271666666666
0.5499777777777778 1344.0052459016392
0.5666138888888889 1383.1116949152542
0.5832305555555556 1424.0583333333334
0.5999722222222222 1396.4806557377049
0.6165722222222222 1414.5593333333334
0.6332194444444444 1408.8835
0.6499444444444444 1379.382131147541
0.6666 1395.5323333333333
0.6832722222222222 1402.5781355932204
0.6999666666666666 1379.2018333333333
0.7165666666666667 1370.3756666666668
0.7332638888888889 1360.3373333333334
0.7499527777777778 1349.9038333333335
0.7665694444444444 1339.2146666666667
0.7832833333333333 1327.702166666667
0.7999861111111111 1294.415573770492
0.8166472222222222 1311.742711864407
0.8333222222222222 1276.1275
0.8499861111111111 1276.1275
0.8666305555555556 1241.2939344262297
0.8833305555277777 1228.4133333333336
0.8999555555555555 1232.400677966102
0.9166 1191.994098360656
0.9333222222222223 1178.4765000000002
0.9499416666666667 1178.4765000000002
0.9665583333333333 1160.9748333333334
0.983275 1124.0675409836067
0.9999027777777778 1106.350655737705
1.01665 1086.2453333333335
1.0333277777777778 1064.816166666667
1.0499 1064.816166666667
1.0666416666666667 1022.6386666666668
1.0832388888888889 1014.7918644067797
1.0999722222222221 997.8786666666667
1.1165972222222222 961.463898305085
1.1333277777777777 920.0693333333334
1.1498944444444446 920.0693333333334
1.1666138888888888 865.5954999999999
1.1833333333333333 839.045
1.1999944444166666 810.5278333333333
1.2166222222222223 796.3038983050847
1.2333305555555556 755.5329999999999
1.2499833333055557 727.6794999999998
1.2666555555555556 699.3156666666667
1.2832916666666667 670.0995
1.2998888888888889 670.0995
1.3166583333333333 613.6370000000001
1.333316666638889 603.5773770491803
1.3499944444166667 557.825
1.3666055555555556 557.825
1.3832833333333334 521.3877049180328
1.3999722222222222 471.88699999999994
1.4165722222222221 471.88699999999994
1.4332666666666667 440.54316666666665
1.4499944444166666 368.144
1.4666583333333334 329.43850000000003
1.4832472221944444 329.43850000000003
1.4998916666666666 285.15850000000006
1.5165777777777778 238.15883333333332
1.53332777775 182.41098360655738
1.5499027777777779 65.08322033898305
1.5665527777777777 63.9985
1.5832722222222222 0
1.599988888888889 0
1.6166111111111112 0
1.6332194444444443 0
1.6499527777777778 0
1.6665583333333334 0
1.683313888888889 0
1.6999249999722221 0
1.716663888888889 0
1.73332777775 0
1.7499249999722222 0
1.766625 0
1.7832805555555555 0
1.7999555555555555 0
1.8166444444444445 0
1.8332527777777778 0
1.849936111111111 0
1.8666527777777777 0
1.8832194444444443 0
1.8999666666666666 0
1.9166666666666667 0
1.933313888888889 0
1.9499805555555556 0
1.96665 0
1.9832833333333333 0
1.999961111111111 0
2.0166444444444442 0
2.033236111111111 0
2.049952777777778 0
2.0666416666666665 0
2.0833166666666667 0
2.099975 0
2.1165944444444444 0
2.1332305555555555 0
2.1499972222222223 0
2.1666333333333334 0
2.183333333333333 0
2.19995 0
2.2166527777777776 0
2.2332833333333335 0
2.249938888888889 0
2.2665888888888888 0
2.2833305555555556 0
2.2999277777777776 0
2.316636111111111 0
2.3333166666666667 0
2.349988888861111 0
2.3666583333333335 0
2.3832999999722224 0
2.399922222222222 0
2.4166444444444446 0
2.4332999999722222 0
2.449986111111111 0
2.466597222222222 0
2.483299999972222 0
2.4999805555555557 0
2.516602777777778 0
2.5332777777777777 0
2.5499888888611113 0.2635
2.5665722222222223 0.2635
2.5832277777777777 1.5296666666666667
2.5999416666666666 3.7953333333333332
2.6166 7.143559322033899
2.6332999999722224 11.37949152542373
2.6499527777777776 16.1465
2.6665944444444443 22.09883333333333
2.683263888888889 28.711999999999996
2.699972222222222 44.166000000000004
2.7166527777777776 52.864333333333335
2.733258333333333 52.864333333333335
2.749988888861111 72.66183333333333
2.766583333333333 72.66183333333333
2.7833277777777776 93.41344262295083
2.799975 106.51
2.816655555527778 119.19433333333333
2.83325277775 119.19433333333333
2.85 147.84799999999998
2.8666638888888887 162.90033333333332
2.88325 162.90033333333332
2.8999 178.64516666666665
