# SectorTime BundleFrequencyAverage
0 0.01645161290322581
0.016591666666666668 0.01645161290322581
0.03333055555555556 0.016969696969696975
0.04998333333333333 0.01764705882352942
0.06659444444444444 0.01764705882352942
0.08327222219444444 0.01944444444444445
0.09999166666666667 0.02027027027027028
0.11664166666666667 0.02105263157894738
0.13324444444444444 0.021794871794871804
0.15 0.022500000000000013
0.16663611111111112 0.023170731707317087
0.183225 0.023170731707317087
0.19999166666666668 0.02418604651162792
0.21665 0.024545454545454558
0.2333222222222222 0.0248888888888889
0.24997222222222223 0.025000000000000012
0.2666027777777778 0.025319148936170224
0.28330833333333333 0.025625000000000012
0.29999722222222225 0.025918367346938788
0.3165527777777778 0.025918367346938788
0.33331666666666665 0.026200000000000015
0.34999166666666665 0.026538461538461552
0.36665555555555557 0.026603773584905677
0.38332222222222223 0.026603773584905677
0.3999111111111111 0.026666666666666682
0.41665555555555556 0.0267857142857143
0.4332388888888889 0.0267857142857143
0.45 0.027241379310344843
0.4666222222222222 0.027457627118644086
0.4832888888888889 0.027666666666666683
0.49993333333333334 0.02786885245901641
0.5166083333333333 0.028813559322033916
0.5332722222222223 0.02900000000000002
0.5499777777777778 0.029836065573770512
0.5666138888888889 0.030847457627118664
0.5832305555555556 0.030833333333333355
0.5999722222222222 0.03131147540983609
0.6165722222222222 0.03183333333333335
0.6332194444444444 0.03233333333333335
0.6499444444444444 0.03278688524590166
0.6666 0.033333333333333354
0.6832722222222222 0.03440677966101697
0.6999666666666666 0.03433333333333335
0.7165666666666667 0.03483333333333335
0.7332638888888889 0.03533333333333334
0.7499527777777778 0.03533333333333334
0.7665694444444444 0.03533333333333334
0.7832833333333333 0.03533333333333334
0.7999861111111111 0.035409836065573776
0.8166472222222222 0.03576271186440679
0.8333222222222222 0.03583333333333335
0.8499861111111111 0.03583333333333335
0.8666305555555556 0.03606557377049182
0.8833305555277777 0.036333333333333356
0.8999555555555555 0.036271186440677984
0.9166 0.036393442622950835
0.9333222222222223 0.03650000000000002
0.9499416666666667 0.03650000000000002
0.9665583333333333 0.03683333333333335
0.983275 0.03721311475409837
0.9999027777777778 0.03737704918032788
1.01665 0.037666666666666675
1.0333277777777778 0.03800000000000001
1.0499 0.03800000000000001
1.0666416666666667 0.03783333333333336
1.0832388888888889 0.037627118644067814
1.0999722222222221 0.03766666666666669
1.1165972222222222 0.03711864406779662
1.1333277777777777 0.036666666666666674
1.1498944444444446 0.036666666666666674
1.1666138888888888 0.036000000000000004
1.1833333333333333 0.03566666666666667
1.1999944444166666 0.035500000000000004
1.2166222222222223 0.03542372881355933
1.2333305555555556 0.03516666666666668
1.2499833333055557 0.03516666666666668
1.2666555555555556 0.03500000000000001
1.2832916666666667 0.03483333333333334
1.2998888888888889 0.03483333333333334
1.3166583333333333 0.03450000000000001
