# SectorTime SKUCountContained
0 124.75
0.16663611111111112 143
0.33331666666666665 143
0.49993333333333334 179.14285714285714
0.6666 192.33333333333334
0.8333222222222222 267.1666666666667
0.9999027777777778 282.85714285714283
1.1666138888888888 332.3333333333333
1.333316666638889 345.7142857142857
1.4998916666666666 361.8333333333333
1.6665583333333334 389
1.8332527777777778 413
1.999961111111111 446.4
2.1666333333333334 475.1666666666667
2.3333166666666667 493.8333333333333
2.4999805555555557 502
2.6665944444444443 510.5
2.83325277775 526.1666666666666
2.999991666666667 555.6666666666666
3.1666305555555554 562.6
3.3333305555555555 580.5
3.4999805555555557 580.5
3.6666444444444446 602
3.8333305555555555 606.7142857142857
3.9999944444444444 622.1666666666666
4.166602777777777 622.1666666666666
4.3332194444444445 632.6666666666666
4.499922222222223 647.7142857142857
4.666644444416667 662.5
4.833275 672.5
4.999911111111111 672.5
5.166627777777777 684.7142857142857
5.333252777777778 688.5
5.499919444444444 699
5.6665527777777775 702.5
5.833322222222222 712.6
5.99995 719.2
6.16665 730.1666666666666
6.333325 737.6666666666666
6.499983333333334 741.2
6.666633333333333 748
6.833313888888889 751.3333333333334
6.999988888888889 763.8333333333334
7.166580555555556 763.8333333333334
7.333333333333333 775
7.4999472222222225 775
7.666647222222222 782.2
7.833255555555556 782.2
7.999994444444445 787.3333333333334
