#TimeStamp;DistanceTraveled
59.76;208.68
119.72;87.33
179.99;201.58
239.99;183.48
299.94;158.76
359.8;217.02
419.97;166.95
479.97;98.34
539.93;163.61
599.97;183.33
659.98;98.66
719.93;176.51
779.64;104.19
839.92;194.92
899.93;137.7
959.73;169.42
1019.67;167.42
1079.64;189.74
1139.78;181.59
1199.89;151.78
1259.99;148.2
1319.9;173.5
1379.92;201.38
1439.97;175.1
1499.7;170.75
1559.86;153.04
1619.9;205.12
1679.78;200.83
1739.62;221.19
1799.85;181.02
