#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.83;100;0;0;0;0;0;0;0;0;0
599.91;0.65;100;0;0;0;0;0;0;0;0;0
1199.93;0.47;100;0;0;0;0;0;0;0;0;0
1799.91;0.33;100;0;0;0;0;0;0;0;0;0
