# SectorTime OrderFrequencyAverage
0 0.4161290322580646
0.016627777777777776 0.4181250000000001
0.033325 0.41787878787878796
0.049994444444444446 0.4205882352941177
0.06665833333333333 0.4205882352941177
0.08327777777777778 0.4222857142857144
0.09998888888888889 0.42675675675675684
0.11658333333333333 0.42675675675675684
0.13323888888888888 0.4297368421052632
0.14996666666666666 0.434
0.16662222222222223 0.4351219512195122
0.1833027777777778 0.43666666666666665
0.1999027777777778 0.43666666666666665
0.21656666666666666 0.43581395348837204
0.23325 0.4354545454545455
0.2499 0.43666666666666665
0.26665 0.43191489361702123
0.2833222222222222 0.4289583333333333
0.29999444444444445 0.426734693877551
0.3166638888888889 0.42339999999999994
0.33329722219444446 0.4213725490196078
0.34994722222222224 0.4213725490196078
0.36664166666666664 0.42076923076923073
0.383325 0.42
0.3999861111111111 0.4203636363636364
0.4166416666666667 0.4210714285714286
0.4333222222222222 0.42263157894736847
0.4499666666666667 0.42263157894736847
0.46660277777777776 0.4232758620689656
0.48330555555555554 0.4226666666666667
0.49995833333333334 0.42229508196721316
0.5165777777777778 0.4251666666666667
0.5332277777777777 0.4275
0.54995 0.432
0.5666611111111111 0.42000000000000004
0.5833249999722222 0.41433333333333344
0.5999166666666667 0.41433333333333344
0.6166555555555555 0.4021666666666668
0.6333 0.3961666666666667
0.6499638888888889 0.389672131147541
0.6666194444444444 0.3903333333333334
0.683275 0.38500000000000006
0.6999694444444444 0.3786440677966103
0.7166666666666667 0.36533333333333345
0.7332611110833334 0.36423728813559325
0.7499833333333333 0.3503333333333334
0.76655 0.3503333333333334
0.7832722222222223 0.3423333333333334
0.799925 0.3335000000000001
0.8166555555555556 0.31967213114754106
0.8332555555277777 0.3163333333333334
0.8499944444444445 0.30033333333333334
0.8666583333055555 0.292
0.8833166666666666 0.28721311475409833
0.8999583333333333 0.2791803278688525
0.9165555555555556 0.2755
0.9333055555555556 0.268
0.9499944444444445 0.25300000000000006
0.9666444444444444 0.24516666666666673
0.9832638888888889 0.24516666666666673
0.9999555555555556 0.23393442622950827
1.0165861111111112 0.2259322033898306
1.0332694444444444 0.21898305084745773
1.0499805555555555 0.2068333333333334
1.0666555555555555 0.20344262295081975
1.0833055555555555 0.19557377049180333
1.0999805555555555 0.18200000000000002
1.1166555555555555 0.179016393442623
1.1332555555555555 0.17300000000000001
1.1499388888888888 0.16366666666666668
1.1666222222222222 0.14783333333333334
1.183325 0.1395
1.1999972222222222 0.13283333333333333
1.216663888888889 0.13065573770491803
1.23332777775 0.11766666666666668
1.249975 0.11573770491803281
1.2666055555555555 0.10864406779661019
1.2833222222222223 0.10200000000000002
1.2999444444444443 0.09830508474576273
1.3166444444444445 0.09508196721311477
1.333275 0.087
1.3499722222222221 0.087
1.3665777777777777 0.0805
1.3832222222222221 0.07400000000000001
1.399888888888889 0.06716666666666667
1.4166472222222222 0.05216666666666667
1.433313888888889 0.043666666666666666
1.4499472222222223 0.04295081967213115
1.466625 0.036000000000000004
1.4833305555555556 0.022500000000000003
1.4999444444444445 0.022500000000000003
1.5166472222222223 0.009166666666666667
1.5333222222222223 0
1.5499805555555555 0
1.5666499999722223 0
1.5832722222222222 0
1.5999416666666666 0
1.6166111111111112 0
1.6333305555555555 0
1.6499527777777778 0
1.6666027777777779 0
1.6832777777777779 0
1.6999777777777778 0
1.716636111111111 0
1.7332972222222223 0
1.749938888888889 0
1.7666583333333334 0
1.7833166666388889 0
1.7999944444166667 0
1.8165972222222222 0
1.8332388888888889 0
1.8499944444166667 0
1.8666 0
1.883261111111111 0
1.8999833333055556 0
1.9165916666666667 0
1.933313888888889 0
1.9499277777777777 0
1.96665 0
1.9833222222222222 0
1.999986111111111 0
2.016586111111111 0
2.0332416666666666 0
2.049913888888889 0
2.0666083333333334 0
2.083325 0
2.0999555555555554 0
2.1165861111111113 0
2.1333055555555553 0
2.149925 0
2.166636111111111 0
2.183316666666667 0
2.199986111111111 0
2.2166027777777777 0
2.2333 0
2.2499972222222224 0
2.2666416666666667 0
2.2832805555555558 0
2.2999888888611113 0
2.3166444444444445 0
2.3333194444444443 0
2.3499694444444446 0
2.3665694444444445 0
2.3832833333333334 0
2.3999972222222223 0
2.41665 0
2.433263888888889 0
2.4499944444444446 0
2.466658333333333 0
2.4833194444444446 0
2.499991666666667 0
2.516627777777778 0
2.5333055555555557 0
2.549925 0.0015254237288135593
2.5666194444444446 0.005
2.583327777777778 0.006666666666666667
2.599988888861111 0.008
2.6166638888888887 0.008135593220338983
2.633311111111111 0.0105
2.649941666666667 0.010677966101694915
