Tag;Instance;Setting;Config;Seed;Timestamp
wmin;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;1;20240607-140059
wmin;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;2;20240607-140100
wmin;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;1;20240607-140101
wmin;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;2;20240607-140103
wr;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;1;20240607-140104
wr;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;2;20240607-140105
wr;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;1;20240607-140106
wr;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;2;20240607-140107
[[1, 0.058, 0.058]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;1;20240607-140108
[[1, 0.058, 0.058]];..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xinst;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xsett;..\..\..\..\Material\Instances\0.Weighted30min Demand separate\Dc\Weighted2.xconf;2;20240607-140110
