#TimeStamp;TripTime;Type
33;11;O
34;17;O
40;24;O
45;24;O
65;10;O
68;19;O
104;20;O
140;15;O
155;10;O
160;14;O
178;7;O
189;19;O
210;22;O
211;6;O
237;14;O
262;18;O
263;14;O
280;13;O
313;19;O
352;18;O
355;16;O
357;36;O
375;22;O
392;19;O
409;23;O
433;11;O
437;16;O
443;21;O
466;20;O
482;20;O
483;21;O
506;20;O
511;17;O
537;18;O
569;12;O
586;16;O
592;12;O
616;18;O
637;19;O
662;28;O
667;24;O
682;19;O
697;15;O
703;21;O
716;22;O
761;14;O
763;41;O
764;14;O
774;13;O
787;16;O
805;32;O
831;19;O
852;30;O
858;20;O
885;20;O
905;13;O
922;19;O
928;16;O
947;16;O
966;23;O
969;13;O
972;16;O
1013;21;O
1018;8;O
1019;16;O
1052;21;O
1067;31;O
1067;17;O
1101;25;O
1112;26;O
1126;19;O
1138;13;O
1163;24;O
1164;19;O
1185;15;O
1206;13;O
1230;13;O
1249;22;O
1253;24;O
1269;20;O
1279;17;O
1283;22;O
1298;22;O
1313;19;O
1343;20;O
1345;18;O
1380;11;O
1387;31;O
1407;47;O
1411;15;O
1416;18;O
1434;29;O
1460;25;O
1466;22;O
1491;13;O
1494;14;O
1520;17;O
1533;13;O
1534;18;O
1551;26;O
1567;18;O
1570;10;O
1597;13;O
1615;28;O
1617;29;O
1632;22;O
1654;26;O
1668;25;O
1675;27;O
1691;11;O
1703;23;O
1710;18;O
1725;24;O
1749;21;O
1751;17;O
1770;23;O
