#TimeStamp;TripTime;Type
22;11;O
26;15;O
37;28;O
41;30;O
47;27;O
50;19;O
51;21;O
52;24;O
53;29;O
55;36;O
62;18;O
65;36;O
68;26;O
72;35;O
76;17;O
76;32;O
78;32;O
84;46;O
86;27;O
95;48;O
96;41;O
110;29;O
118;35;O
131;23;O
151;45;O
155;24;O
168;38;O
184;18;O
193;35;O
199;42;O
203;30;O
218;21;O
220;28;O
234;25;O
240;28;O
255;31;O
257;31;O
270;31;O
276;19;O
291;32;O
291;8;O
300;27;O
301;20;O
321;20;O
322;8;O
345;40;O
350;26;O
354;10;O
356;16;O
358;24;O
386;22;O
393;27;O
394;27;O
417;29;O
421;16;O
439;26;O
464;22;O
464;36;O
465;31;O
474;15;O
483;28;O
495;24;O
500;30;O
517;28;O
522;29;O
531;28;O
531;31;O
554;14;O
566;25;O
572;25;O
573;39;O
579;30;O
593;18;O
595;27;O
601;28;O
625;22;O
627;15;O
643;20;O
645;37;O
658;39;O
663;22;O
671;30;O
671;8;O
686;26;O
691;26;O
693;28;O
709;26;O
723;29;O
731;48;O
740;19;O
741;21;O
752;23;O
775;16;O
782;20;O
798;39;O
804;28;O
812;27;O
821;33;O
834;25;O
840;46;O
849;22;O
852;27;O
857;31;O
873;23;O
890;22;O
897;24;O
902;25;O
917;15;O
919;25;O
938;30;O
941;17;O
942;35;O
967;17;O
969;24;O
989;28;O
991;28;O
997;42;O
999;30;O
1014;28;O
1023;23;O
1038;14;O
1042;31;O
1050;31;O
1056;23;O
1067;15;O
1085;27;O
1094;28;O
1104;25;O
1114;22;O
1127;25;O
1137;35;O
1139;24;O
1145;18;O
1190;29;O
1193;52;O
1194;22;O
1198;26;O
1206;57;O
1209;25;O
1224;21;O
1228;31;O
1239;45;O
1240;21;O
1248;30;O
1255;30;O
1264;38;O
1272;18;O
1286;27;O
1292;42;O
1306;34;O
1325;22;O
1326;35;O
1343;45;O
1347;20;O
1351;28;O
1368;32;O
1382;24;O
1383;36;O
1384;29;O
1393;37;O
1408;26;O
1419;32;O
1420;34;O
1426;29;O
1438;37;O
1442;27;O
1446;8;O
1463;38;O
1473;32;O
1482;25;O
1488;30;O
1504;38;O
1511;48;O
1513;22;O
1516;24;O
1536;18;O
1548;34;O
1549;19;O
1569;25;O
1575;33;O
1589;45;O
1594;22;O
1610;33;O
1615;34;O
1615;18;O
1621;15;O
1642;22;O
1646;35;O
1652;38;O
1657;25;O
1658;19;O
1660;25;O
1669;39;O
1678;19;O
1688;23;O
1710;21;O
1715;32;O
1720;27;O
1733;12;O
1739;26;O
1744;34;O
1751;29;O
1763;23;O
1772;31;O
1785;24;O
1785;30;O
1793;22;O
