#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;80.18;0.1;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.02,RP/0
59.86;83.43;1.1;PP/0.03,TA/0.87,IS/0,PS/0.45,RB/0,OB/0.02,RP/0
119.97;83.97;1.51;PP/0.04,TA/1.22,IS/0,PS/0.77,RB/0,OB/0.03,RP/0
179.98;83.97;1.67;PP/0.05,TA/1.32,IS/0,PS/0.79,RB/0,OB/0.04,RP/0
239.97;84.5;1.8;PP/0.07,TA/1.4,IS/0,PS/0.82,RB/0,OB/0.04,RP/0
299.8;84.54;2.01;PP/0.07,TA/1.55,IS/0,PS/0.84,RB/0,OB/0.05,RP/0
359.96;84.54;2.25;PP/0.08,TA/1.73,IS/0,PS/0.86,RB/0,OB/0.06,RP/0
419.7;84.54;2.36;PP/0.09,TA/1.79,IS/0,PS/0.88,RB/0,OB/0.07,RP/0
479.66;84.54;2.49;PP/0.1,TA/1.87,IS/0,PS/0.89,RB/0,OB/0.07,RP/0
539.88;84.54;2.6;PP/0.1,TA/1.93,IS/0,PS/0.92,RB/0,OB/0.08,RP/0
599.84;84.54;2.73;PP/0.11,TA/2,IS/0,PS/0.94,RB/0,OB/0.09,RP/0
659.89;84.54;2.87;PP/0.12,TA/2.08,IS/0,PS/0.96,RB/0,OB/0.1,RP/0
719.65;85.91;2.98;PP/0.13,TA/2.15,IS/0,PS/0.98,RB/0,OB/0.11,RP/0
779.64;85.73;3.12;PP/0.14,TA/2.23,IS/0,PS/1,RB/0,OB/0.11,RP/0
839.7;85.76;3.22;PP/0.14,TA/2.28,IS/0,PS/1.01,RB/0.01,OB/0.12,RP/0
899.71;86.88;3.38;PP/0.16,TA/2.36,IS/0,PS/1.05,RB/0.01,OB/0.13,RP/0
959.95;86.88;3.48;PP/0.16,TA/2.4,IS/0,PS/1.07,RB/0.01,OB/0.14,RP/0
1019.77;87.31;3.6;PP/0.17,TA/2.47,IS/0,PS/1.1,RB/0.01,OB/0.14,RP/0
1079.95;86.99;3.69;PP/0.18,TA/2.51,IS/0,PS/1.12,RB/0.01,OB/0.15,RP/0
1139.77;87.23;3.82;PP/0.19,TA/2.57,IS/0,PS/1.13,RB/0.01,OB/0.16,RP/0
1199.99;87.87;3.94;PP/0.21,TA/2.62,IS/0,PS/1.15,RB/0.01,OB/0.17,RP/0
1259.96;88.13;4.07;PP/0.22,TA/2.7,IS/0,PS/1.17,RB/0.01,OB/0.18,RP/0
1319.61;88.41;4.18;PP/0.22,TA/2.74,IS/0,PS/1.19,RB/0.01,OB/0.19,RP/0
1379.86;88.76;4.32;PP/0.24,TA/2.81,IS/0,PS/1.22,RB/0.01,OB/0.2,RP/0
1439.69;87.93;4.43;PP/0.24,TA/2.88,IS/0,PS/1.23,RB/0.01,OB/0.21,RP/0
1499.86;88.99;4.54;PP/0.25,TA/2.94,IS/0,PS/1.25,RB/0.01,OB/0.21,RP/0
1559.95;89;4.63;PP/0.26,TA/2.97,IS/0,PS/1.26,RB/0.01,OB/0.22,RP/0
1619.67;88.95;4.76;PP/0.27,TA/3.04,IS/0,PS/1.27,RB/0.01,OB/0.23,RP/0
1679.96;89.19;4.85;PP/0.28,TA/3.1,IS/0,PS/1.3,RB/0.01,OB/0.23,RP/0
1739.76;89.8;4.93;PP/0.29,TA/3.12,IS/0,PS/1.31,RB/0.01,OB/0.23,RP/0
1799.99;87.93;5.01;PP/0.3,TA/3.14,IS/0,PS/1.32,RB/0.01,OB/0.24,RP/0
