#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/6,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.95;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
119.99;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
179.96;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
239.86;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
299.84;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
359.98;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
419.6;1;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
480;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
539.76;2;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
599.92;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
659.93;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
719.85;1;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
779.73;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
839.99;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
899.71;0;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
959.97;0;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
1019.95;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1080;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1139.81;0;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
1199.8;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1259.99;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1319.94;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1379.93;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1439.59;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1499.8;2;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1559.6;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1619.95;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1679.98;0;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
1739.88;0;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
1799.87;0;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/2,Rest/0
