#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;81.59;0.03;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.96;82.82;0.13;PP/0,TA/0.08,IS/0,PS/0.03,RB/0,OB/0.01,RP/0
119.75;82.82;0.2;PP/0,TA/0.13,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
179.95;82.82;0.23;PP/0.01,TA/0.15,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
239.91;82.82;0.26;PP/0.01,TA/0.16,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
299.79;82.82;0.29;PP/0.01,TA/0.17,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
359.99;82.82;0.32;PP/0.01,TA/0.18,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
419.6;82.82;0.36;PP/0.02,TA/0.19,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
479.67;82.82;0.38;PP/0.02,TA/0.2,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
539.82;82.82;0.4;PP/0.02,TA/0.2,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
599.65;83.18;0.44;PP/0.03,TA/0.21,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
659.65;83.33;0.46;PP/0.03,TA/0.22,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
719.64;83.33;0.49;PP/0.03,TA/0.23,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
779.66;83.33;0.52;PP/0.03,TA/0.24,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
839.66;83.33;0.54;PP/0.03,TA/0.24,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
899.97;83.33;0.57;PP/0.04,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
959.74;83.33;0.6;PP/0.04,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1019.84;83.33;0.62;PP/0.04,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1079.86;84.22;0.64;PP/0.04,TA/0.27,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1139.68;84.22;0.67;PP/0.05,TA/0.27,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1199.92;84.22;0.69;PP/0.05,TA/0.27,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1259.89;84.22;0.72;PP/0.05,TA/0.28,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
1319.93;84.22;0.74;PP/0.05,TA/0.29,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1379.85;84.18;0.77;PP/0.06,TA/0.29,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1439.83;84.1;0.79;PP/0.06,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1499.96;84.05;0.81;PP/0.06,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1559.87;84.05;0.84;PP/0.06,TA/0.31,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1619.99;83.95;0.86;PP/0.07,TA/0.31,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1679.6;83.88;0.88;PP/0.07,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1739.98;83.88;0.91;PP/0.07,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1799.6;83.88;0.93;PP/0.07,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
