#TimeStamp;TripTime;Type
36;18;O
43;24;O
43;16;O
55;23;O
79;29;O
97;30;O
127;13;O
132;22;O
147;15;O
166;22;O
206;14;O
227;19;O
243;25;O
246;15;O
285;22;O
289;11;O
297;18;O
321;19;O
338;17;O
339;16;O
368;19;O
391;11;O
414;11;O
426;17;O
427;17;O
453;15;O
467;8;O
477;28;O
478;27;O
492;18;O
550;22;O
555;37;O
558;34;O
582;20;O
594;19;O
623;20;O
629;19;O
642;16;O
662;19;O
683;7;O
704;25;O
707;12;O
745;21;O
755;23;O
757;20;O
788;30;O
799;27;O
823;21;O
830;20;O
853;22;O
868;23;O
911;26;O
936;33;O
947;10;O
958;36;O
959;21;O
1002;31;O
1013;20;O
1016;30;O
1045;20;O
1058;22;O
1106;13;O
1126;33;O
1127;23;O
1135;13;O
1138;28;O
1156;15;O
1201;13;O
1224;18;O
1244;22;O
1247;18;O
1249;19;O
1294;21;O
1304;12;O
1334;25;O
1349;30;O
1358;25;O
1363;21;O
1402;12;O
1405;15;O
1409;12;O
1436;20;O
1442;22;O
1484;15;O
1487;13;O
1503;17;O
1506;13;O
1513;10;O
1537;30;O
1549;21;O
1557;21;O
1573;18;O
1582;18;O
1609;26;O
1615;21;O
1626;22;O
1658;21;O
1664;26;O
1686;23;O
1693;19;O
1744;27;O
1747;17;O
1766;35;O
1775;26;O
1790;21;O
