#FromID;FromX;FromY;FromIsStorage;FromIsIStation;FromIsOStation;FromIsElevator;ToID;ToX;ToY;ToIsStorage;ToIsIStation;ToIsOStation;ToIsElevator;Count;TravelTimeAvg;TravelTimeVar;TravelTimeMin;TravelTimeMax
12;35.50;3.50;False;False;True;False;144;19.50;1.50;True;False;False;False;1;19.573333333333267;0;19.573333333333267;19.573333333333267
12;35.50;3.50;False;False;True;False;146;21.50;1.50;True;False;False;False;2;19.25351372323769;0.6107277461693662;18.700916335364127;19.80611111111125
12;35.50;3.50;False;False;True;False;149;24.50;1.50;True;False;False;False;1;16.445555555555416;0;16.445555555555416;16.445555555555416
12;35.50;3.50;False;False;True;False;153;14.50;2.50;True;False;False;False;2;19.91597761691446;0.037681672112823236;19.778715691908246;20.053239541920675
12;35.50;3.50;False;False;True;False;155;16.50;2.50;True;False;False;False;2;18.609166666666795;0.04651250000012344;18.456666666666592;18.761666666666997
12;35.50;3.50;False;False;True;False;157;18.50;2.50;True;False;False;False;1;16.360000000000582;0;16.360000000000582;16.360000000000582
12;35.50;3.50;False;False;True;False;158;19.50;2.50;True;False;False;False;3;18.674814814814983;1.035136522634204;17.830555555555406;19.804444444444812
12;35.50;3.50;False;False;True;False;160;21.50;2.50;True;False;False;False;1;15.21852091615898;0;15.21852091615898;15.21852091615898
12;35.50;3.50;False;False;True;False;161;22.50;2.50;True;False;False;False;2;13.727366505803204;0.057261590925290755;13.558160136352626;13.896572875253781
12;35.50;3.50;False;False;True;False;162;23.50;2.50;True;False;False;False;2;13.853149346968507;0.1419260802468775;13.586760458079652;14.119538235857362
12;35.50;3.50;False;False;True;False;163;24.50;2.50;True;False;False;False;3;13.350740740740866;0.1631423868313383;12.896666666666647;13.670000000000002
12;35.50;3.50;False;False;True;False;183;16.50;4.50;True;False;False;False;1;18.38722222222225;0;18.38722222222225;18.38722222222225
12;35.50;3.50;False;False;True;False;184;17.50;4.50;True;False;False;False;1;74.05639248535067;0;74.05639248535067;74.05639248535067
12;35.50;3.50;False;False;True;False;185;18.50;4.50;True;False;False;False;1;16.453982680301465;0;16.453982680301465;16.453982680301465
12;35.50;3.50;False;False;True;False;189;22.50;4.50;True;False;False;False;5;14.683868692021758;1.093931397539894;13.58591633536173;16.26388888888914
12;35.50;3.50;False;False;True;False;190;23.50;4.50;True;False;False;False;2;13.497593791412896;0.24292864425939764;13.14907647171458;13.846111111111213
12;35.50;3.50;False;False;True;False;191;24.50;4.50;True;False;False;False;3;15.978641349540704;0.8853263779504983;14.925555555555775;16.736666666666636
12;35.50;3.50;False;False;True;False;233;24.50;7.50;True;False;False;False;1;22.850367972729487;0;22.850367972729487;22.850367972729487
12;35.50;3.50;False;False;True;False;247;24.50;8.50;True;False;False;False;1;17.890562748477578;0;17.890562748477578;17.890562748477578
28;35.50;9.50;False;False;True;False;200;19.50;5.50;True;False;False;False;1;21.94166666666706;0;21.94166666666706;21.94166666666706
28;35.50;9.50;False;False;True;False;202;21.50;5.50;True;False;False;False;1;23.219443924104326;0;23.219443924104326;23.219443924104326
28;35.50;9.50;False;False;True;False;228;19.50;7.50;True;False;False;False;3;20.30302052184315;7.620685263279043;18.25981241717227;23.443506530313584
28;35.50;9.50;False;False;True;False;230;21.50;7.50;True;False;False;False;1;19.127604580797424;0;19.127604580797424;19.127604580797424
28;35.50;9.50;False;False;True;False;233;24.50;7.50;True;False;False;False;3;17.098299498441765;0.10325529527721115;16.761666666666514;17.401760458079565
28;35.50;9.50;False;False;True;False;239;16.50;8.50;True;False;False;False;1;18.648888888889132;0;18.648888888889132;18.648888888889132
28;35.50;9.50;False;False;True;False;240;17.50;8.50;True;False;False;False;2;17.304073135422584;0.0007853281708814309;17.284257381956195;17.323888888888973
28;35.50;9.50;False;False;True;False;241;18.50;8.50;True;False;False;False;1;16.660555555555675;0;16.660555555555675;16.660555555555675
28;35.50;9.50;False;False;True;False;244;21.50;8.50;True;False;False;False;2;14.543286437626563;0.07615977553898924;14.348145750507001;14.738427124746124
28;35.50;9.50;False;False;True;False;246;23.50;8.50;True;False;False;False;3;13.908058047475189;0.11275869144752855;13.584999999999582;14.255285253537068
28;35.50;9.50;False;False;True;False;247;24.50;8.50;True;False;False;False;1;12.694632027269904;0;12.694632027269904;12.694632027269904
28;35.50;9.50;False;False;True;False;267;16.50;10.50;True;False;False;False;1;19.275000000000546;0;19.275000000000546;19.275000000000546
28;35.50;9.50;False;False;True;False;268;17.50;10.50;True;False;False;False;2;17.651713562373175;0.184639913642041;17.34787156919083;17.95555555555552
28;35.50;9.50;False;False;True;False;269;18.50;10.50;True;False;False;False;1;17.368888888889046;0;17.368888888889046;17.368888888889046
28;35.50;9.50;False;False;True;False;270;19.50;10.50;True;False;False;False;1;16.15214281665635;0;16.15214281665635;16.15214281665635
28;35.50;9.50;False;False;True;False;272;21.50;10.50;True;False;False;False;1;13.982777777777699;0;13.982777777777699;13.982777777777699
28;35.50;9.50;False;False;True;False;274;23.50;10.50;True;False;False;False;1;13.758888888888904;0;13.758888888888904;13.758888888888904
28;35.50;9.50;False;False;True;False;275;24.50;10.50;True;False;False;False;2;14.461713562372829;0.6677627065736075;13.883888888888904;15.039538235856753
28;35.50;9.50;False;False;True;False;289;24.50;11.50;True;False;False;False;6;14.116803757324828;24.641524183476218;4.0176767934412965;16.594812417174353
28;35.50;9.50;False;False;True;False;317;24.50;13.50;True;False;False;False;2;17.47736264917313;0.027547982841971026;17.359999999999786;17.594725298346475
