#TimeStamp;TripTime;Type
35;14;O
55;28;O
58;26;O
64;27;O
65;23;O
70;23;O
100;16;O
159;21;O
172;25;O
174;30;O
189;26;O
207;31;O
229;35;O
254;21;O
270;20;O
277;19;O
298;48;O
326;25;O
334;17;O
335;22;O
364;19;O
380;24;O
400;25;O
403;21;O
415;24;O
447;18;O
460;13;O
471;19;O
483;24;O
513;68;O
551;29;O
553;25;O
574;25;O
577;26;O
629;32;O
634;36;O
644;24;O
650;20;O
652;16;O
692;21;O
729;28;O
753;24;O
773;37;O
791;31;O
797;36;O
815;13;O
870;18;O
872;22;O
894;36;O
902;13;O
918;15;O
952;21;O
953;18;O
1015;15;O
1029;18;O
1037;17;O
1054;20;O
1071;11;O
1073;21;O
1096;7;O
1109;13;O
1135;27;O
1144;19;O
1174;27;O
1200;13;O
1219;19;O
1221;25;O
1227;37;O
1277;29;O
1287;24;O
1308;23;O
1314;19;O
1382;20;O
1397;41;O
1404;25;O
1407;29;O
1417;22;O
1442;33;O
1470;19;O
1473;12;O
1481;13;O
1483;9;O
1566;29;O
1570;61;O
1592;25;O
1604;15;O
1607;25;O
1626;24;O
1641;10;O
1668;27;O
1680;14;O
1691;15;O
1696;38;O
1700;25;O
1712;19;O
1734;22;O
1765;25;O
1766;11;O
1794;21;O
