#TimeStamp;DistanceTraveled
59.98;208.89
119.98;147.39
179.83;164.5
239.82;215.46
299.74;186.08
359.6;146.86
419.93;117.61
479.98;222
539.8;221.12
599.97;174.02
659.99;140
719.64;165.72
779.87;170.99
839.59;193.21
899.99;157.73
959.68;155.42
1019.79;150.94
1079.93;184.31
1139.93;191.63
1199.65;202.73
1259.75;125.24
1319.72;177.24
1379.96;203.71
1439.94;164.29
1499.97;156.8
1559.72;207.11
1619.65;207.33
1679.96;208.44
1739.96;210.58
1799.62;203.66
