#TimeStamp;TripTime;Type
18;5;O
19;8;O
33;16;O
35;12;O
36;21;O
41;18;O
64;19;O
70;24;O
77;18;O
80;21;O
82;21;O
88;25;O
147;20;O
178;23;O
185;26;O
223;18;O
224;23;O
287;17;O
303;22;O
324;5;O
351;19;O
387;15;O
407;28;O
433;24;O
464;18;O
491;18;O
511;21;O
516;21;O
520;24;O
553;14;O
591;18;O
641;18;O
664;20;O
665;16;O
670;14;O
734;17;O
759;19;O
779;13;O
809;19;O
873;23;O
899;23;O
907;15;O
918;9;O
926;5;O
945;43;O
949;15;O
981;22;O
990;23;O
1001;17;O
1061;14;O
1068;33;O
1074;28;O
1085;25;O
1108;25;O
1108;19;O
1120;20;O
1146;16;O
1165;11;O
1184;20;O
1241;23;O
1260;21;O
1304;32;O
1311;17;O
1329;23;O
1397;6;O
1445;14;O
1451;15;O
1501;17;O
1504;16;O
1506;14;O
1560;23;O
1574;13;O
1592;12;O
1634;20;O
1678;18;O
1700;30;O
1714;20;O
1739;19;O
1759;18;O
1795;21;O
