#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;82.18;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.87;82.86;0.07;PP/0,TA/0.04,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.98;82.86;0.15;PP/0,TA/0.09,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
179.93;82.86;0.2;PP/0.01,TA/0.12,IS/0,PS/0.07,RB/0,OB/0.01,RP/0
239.75;82.86;0.23;PP/0.01,TA/0.12,IS/0,PS/0.07,RB/0,OB/0.02,RP/0
300;82.86;0.25;PP/0.01,TA/0.13,IS/0,PS/0.07,RB/0,OB/0.02,RP/0
359.65;82.86;0.27;PP/0.01,TA/0.13,IS/0,PS/0.07,RB/0,OB/0.02,RP/0
419.72;82.86;0.29;PP/0.01,TA/0.14,IS/0,PS/0.08,RB/0,OB/0.02,RP/0
479.95;82.86;0.33;PP/0.01,TA/0.15,IS/0,PS/0.08,RB/0,OB/0.03,RP/0
539.84;82.86;0.35;PP/0.01,TA/0.15,IS/0,PS/0.08,RB/0,OB/0.03,RP/0
599.92;82.86;0.38;PP/0.02,TA/0.16,IS/0,PS/0.08,RB/0,OB/0.03,RP/0
659.97;82.86;0.41;PP/0.02,TA/0.17,IS/0,PS/0.08,RB/0,OB/0.03,RP/0
719.9;82.86;0.43;PP/0.02,TA/0.18,IS/0,PS/0.08,RB/0,OB/0.04,RP/0
779.98;82.86;0.46;PP/0.02,TA/0.18,IS/0,PS/0.09,RB/0,OB/0.04,RP/0
839.99;82.86;0.49;PP/0.02,TA/0.19,IS/0,PS/0.09,RB/0,OB/0.04,RP/0
899.95;82.86;0.51;PP/0.02,TA/0.19,IS/0,PS/0.09,RB/0,OB/0.05,RP/0
959.98;82.86;0.55;PP/0.03,TA/0.2,IS/0,PS/0.09,RB/0,OB/0.05,RP/0
1019.85;82.86;0.58;PP/0.03,TA/0.2,IS/0,PS/0.09,RB/0,OB/0.05,RP/0
1079.73;82.86;0.61;PP/0.03,TA/0.22,IS/0,PS/0.09,RB/0,OB/0.05,RP/0
1139.92;82.86;0.63;PP/0.03,TA/0.22,IS/0,PS/0.09,RB/0,OB/0.06,RP/0
1199.59;82.86;0.66;PP/0.03,TA/0.23,IS/0,PS/0.1,RB/0,OB/0.06,RP/0
1259.68;82.86;0.69;PP/0.04,TA/0.23,IS/0,PS/0.1,RB/0,OB/0.06,RP/0
1319.99;82.86;0.71;PP/0.04,TA/0.24,IS/0,PS/0.1,RB/0,OB/0.06,RP/0
1379.97;82.86;0.73;PP/0.04,TA/0.24,IS/0,PS/0.1,RB/0,OB/0.07,RP/0
1439.6;82.86;0.75;PP/0.04,TA/0.25,IS/0,PS/0.1,RB/0,OB/0.07,RP/0
1499.91;82.86;0.78;PP/0.05,TA/0.25,IS/0,PS/0.1,RB/0,OB/0.07,RP/0
1559.64;82.86;0.8;PP/0.05,TA/0.26,IS/0,PS/0.11,RB/0,OB/0.07,RP/0
1619.78;82.86;0.82;PP/0.05,TA/0.26,IS/0,PS/0.11,RB/0,OB/0.07,RP/0
1679.84;82.86;0.84;PP/0.05,TA/0.26,IS/0,PS/0.11,RB/0,OB/0.07,RP/0
1739.98;83.68;0.86;PP/0.05,TA/0.27,IS/0,PS/0.11,RB/0,OB/0.07,RP/0
1799.79;83.68;0.88;PP/0.06,TA/0.27,IS/0,PS/0.11,RB/0,OB/0.07,RP/0
