#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;117.3;0.03;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.86;116.51;1;PP/0.02,TA/0.89,IS/0,PS/0.46,RB/0,OB/0.02,RP/0
119.84;116.03;1.51;PP/0.03,TA/1.33,IS/0,PS/0.82,RB/0,OB/0.02,RP/0
179.73;115.63;1.67;PP/0.04,TA/1.43,IS/0,PS/0.86,RB/0,OB/0.03,RP/0
239.7;114.98;1.91;PP/0.05,TA/1.6,IS/0,PS/0.89,RB/0,OB/0.04,RP/0
299.8;114.37;2.08;PP/0.06,TA/1.71,IS/0,PS/0.91,RB/0,OB/0.05,RP/0
359.92;114.04;2.21;PP/0.07,TA/1.78,IS/0,PS/0.94,RB/0,OB/0.06,RP/0
419.92;114.02;2.39;PP/0.08,TA/1.9,IS/0,PS/0.96,RB/0,OB/0.07,RP/0
479.58;113.69;2.55;PP/0.09,TA/2.02,IS/0,PS/0.99,RB/0,OB/0.07,RP/0
539.99;113.69;2.67;PP/0.1,TA/2.08,IS/0,PS/1.02,RB/0,OB/0.08,RP/0
599.74;113.59;2.81;PP/0.11,TA/2.17,IS/0,PS/1.05,RB/0,OB/0.09,RP/0
659.74;113.21;2.92;PP/0.12,TA/2.23,IS/0,PS/1.06,RB/0,OB/0.09,RP/0
719.81;113.21;3;PP/0.13,TA/2.26,IS/0,PS/1.07,RB/0,OB/0.1,RP/0
779.96;113.38;3.11;PP/0.14,TA/2.32,IS/0,PS/1.09,RB/0,OB/0.1,RP/0
839.67;113.36;3.21;PP/0.14,TA/2.37,IS/0,PS/1.1,RB/0,OB/0.11,RP/0
899.82;113.36;3.3;PP/0.15,TA/2.41,IS/0,PS/1.12,RB/0,OB/0.12,RP/0
959.86;113.36;3.41;PP/0.16,TA/2.48,IS/0,PS/1.13,RB/0,OB/0.12,RP/0
1019.97;113.44;3.53;PP/0.17,TA/2.55,IS/0,PS/1.14,RB/0,OB/0.13,RP/0
1079.67;113.44;3.6;PP/0.17,TA/2.58,IS/0,PS/1.16,RB/0,OB/0.13,RP/0
1139.84;114.25;3.69;PP/0.18,TA/2.63,IS/0,PS/1.18,RB/0,OB/0.14,RP/0
1199.66;114.25;3.78;PP/0.19,TA/2.67,IS/0,PS/1.2,RB/0,OB/0.15,RP/0
1259.61;114.62;3.91;PP/0.21,TA/2.73,IS/0,PS/1.22,RB/0,OB/0.16,RP/0
1319.98;114.62;4;PP/0.22,TA/2.77,IS/0,PS/1.24,RB/0,OB/0.17,RP/0
1379.9;114.62;4.1;PP/0.22,TA/2.82,IS/0,PS/1.26,RB/0,OB/0.17,RP/0
1439.91;115.39;4.22;PP/0.23,TA/2.88,IS/0,PS/1.28,RB/0,OB/0.18,RP/0
1499.91;115.39;4.31;PP/0.24,TA/2.93,IS/0,PS/1.3,RB/0,OB/0.18,RP/0
1559.73;115.39;4.4;PP/0.25,TA/2.97,IS/0,PS/1.32,RB/0,OB/0.19,RP/0
1619.82;116.07;4.5;PP/0.26,TA/3.02,IS/0,PS/1.33,RB/0,OB/0.19,RP/0
1679.72;116.03;4.57;PP/0.27,TA/3.04,IS/0,PS/1.34,RB/0,OB/0.2,RP/0
1739.97;116.03;4.67;PP/0.28,TA/3.09,IS/0,PS/1.36,RB/0,OB/0.2,RP/0
1799.9;116.03;4.75;PP/0.29,TA/3.12,IS/0,PS/1.37,RB/0,OB/0.21,RP/0
