#TimeStamp;TripTime;Type
30;14;O
33;12;O
36;15;O
38;18;O
40;20;O
45;27;O
66;22;O
72;22;O
74;24;O
83;27;O
100;25;O
104;23;O
118;27;O
156;17;O
171;26;O
174;16;O
189;31;O
271;13;O
324;8;O
331;18;O
347;10;O
370;22;O
382;19;O
382;20;O
410;28;O
418;24;O
453;22;O
480;15;O
514;28;O
525;21;O
568;18;O
602;20;O
632;25;O
643;25;O
659;24;O
717;25;O
728;19;O
746;13;O
769;18;O
849;20;O
849;22;O
909;23;O
913;24;O
915;32;O
956;17;O
1000;26;O
1008;13;O
1043;36;O
1061;27;O
1070;38;O
1089;20;O
1089;22;O
1117;19;O
1153;14;O
1158;14;O
1193;24;O
1198;21;O
1275;29;O
1299;24;O
1339;17;O
1354;23;O
1362;19;O
1364;16;O
1387;14;O
1396;24;O
1420;17;O
1444;15;O
1463;22;O
1463;23;O
1476;18;O
1486;20;O
1515;20;O
1521;25;O
1531;23;O
1594;38;O
1596;21;O
1615;19;O
1642;23;O
1645;32;O
1647;16;O
1679;29;O
1701;24;O
1763;24;O
