# LastMileTripOStationTimeAvg DistanceTraveledPerBot TripTime TripTimeWithoutQueueing ItemPileOneAvg ItemThroughputRateScore 
21.08442286950866 853.7885013822068 20.52224094422849 17.36635435659975 7.133221617092585 0.5595448618124605 
20.870516794523905 807.0914885298894 20.770259452015186 17.028912193828287 7.8267622461170845 0.5988430861430561 
21.9838779295911 791.678538644724 21.340655080837294 17.685809784594294 8.551254480286739 0.6232119999827886 
21.728351772503178 826.0934382289003 20.578746410728442 17.532096798000218 8.236875395319418 0.6198307680294667 
20.65172198190243 836.8707894198211 20.530509670160438 17.366805109045924 7.7320165602898046 0.5969230842311509 
20.986856400035094 815.2718808259466 20.733151232279592 17.07863336704075 7.697916666666667 0.5955070501926564 
20.90323190247599 835.1316150954389 20.216223958582866 17.079399810898334 7.8969670626871435 0.6000946443213979 
22.880473077723273 863.6086986577094 21.320984577968503 18.42960374573952 7.1803327391562695 0.5640599828447515 
22.33045907053317 853.5229385379439 20.8609525713448 17.848209496279342 7.306240775880244 0.5657928668816181 
19.704879683960264 864.9046849279806 19.69142017909541 16.774009101182422 6.59866601988843 0.5402252152616797 
21.838625675716262 863.3236375398081 20.243592800279487 17.388472239687296 6.806725131203311 0.5462069273490386 
20.748953381467608 803.5782025602157 20.528165590383317 16.923813143323933 8.73986928104575 0.6412700576917553 
20.7038217623026 832.8777286724654 20.01196350127608 17.09504549207255 7.9433860665478315 0.619589015234794 
21.163477342036604 825.4130510291648 21.259249541381553 17.72602232969863 7.906051022559562 0.5905907632544192 
21.65425856715688 813.8734155060306 21.055945946202744 17.588864404000205 8.818181818181818 0.6401726084097881 
19.79854624503208 820.5406153805719 19.576744635257434 16.560140739011068 7.7844155844155845 0.6195628541435391 
20.652536682203323 809.4834639616064 20.25681222157016 16.961253046150354 8.373737373737375 0.6294561936028735 
21.771336880481968 814.5996500804282 21.5122077411501 17.565000151430077 8.582862903225807 0.6262218255731283 
21.42655740979156 820.1222406074849 20.69911600090309 17.285808228015547 8.504398826979473 0.6328269278904212 
21.706700779306438 832.7922594634265 20.494990610580892 17.5191155878603 7.821645021645021 0.599656066076532 
21.49874343460108 816.3907806490056 20.63018249835299 17.523498795594634 7.999206349206349 0.6067210701791841 
21.64893691064411 779.7036676497154 21.279978019032683 17.627851427823085 9.512495365220616 0.6672755817458332 
21.30784747322189 806.940323242476 20.73003422194204 17.30145108113665 8.647916666666667 0.6369394201339498 
21.794145964657687 805.4518506530277 21.395382770156687 18.054569321718994 8.433497536945813 0.6127043392465121 
20.886005219295484 819.2117349739632 20.832096694959418 17.454391453119513 7.837518037518038 0.5995817529833608 
20.61760233271864 822.2396275865931 20.26797968035315 16.6508485711974 7.889875989496482 0.6088019906600186 
20.383493603775527 808.3637858437318 20.180991836635137 16.733105619308358 7.942977569815805 0.6195909369590715 
20.97349316225585 842.3037972625845 19.877539706296332 17.20450908030314 7.294642857142858 0.587249288718543 
20.93508693441296 832.2053573258472 20.752942661997388 17.181814881002737 7.283900836320192 0.5674912234902796 
20.73851827386132 814.0195606037936 20.703074948041934 17.056494294920206 8.576213750407298 0.6317424596612923 
21.571427157914357 822.0224202985819 20.895281633998547 17.95652619788915 8.620658194851742 0.6346978992458476 
21.60614806927951 805.8637263264221 21.014917808726512 17.495653739576266 8.501545628700802 0.6226318596464133 
20.532890114520182 817.5330842547551 20.05406214587558 16.85375543567353 8.482386072708653 0.633705067024011 
22.24697423363514 830.5910661831987 21.312573533873024 17.860207110102724 8.276610644257703 0.6047163491878409 
21.02153205806122 825.943589403291 20.800308616051076 17.318474685617097 7.6625631313131315 0.5933076374319264 
21.495835826252463 806.7775833590525 21.054129043229885 17.22881155791621 8.4125 0.6198621870169472 
21.38587279667892 837.2312418485043 21.1170518509949 17.7680297407414 8.081720430107527 0.5969003215032447 
20.67458766782713 909.4645298453311 19.605275103829523 17.01695560649595 5.5586398428503685 0.4932928540812393 
20.471486864700054 901.4533280077356 19.698681952104472 17.102024926931563 5.784439416792357 0.5029595243387197 
20.669769809644126 923.761990963155 19.126409613251123 17.131728723738654 5.9620614035087725 0.5154152357286371 
20.672288944867535 925.9754565397321 19.317031433061235 17.062569651355712 5.441956241956242 0.4909408766999741 
20.846077934962178 826.4395328632121 20.702042914774278 17.100166087288944 7.438933931343798 0.57621565668347 
22.66242715568164 858.2334650717597 20.51442538961413 17.75069789042679 7.105043859649122 0.5525478634783952 
21.838428613978085 860.8967153760372 20.56321431635056 17.81933245363677 7.504289215686274 0.5798491158722194 
