#TimeStamp;TripTime;Type
39;23;O
46;28;O
50;30;O
63;20;O
70;14;O
76;24;O
114;11;O
121;14;O
144;26;O
155;19;O
156;18;O
161;21;O
206;12;O
228;23;O
230;18;O
255;26;O
272;17;O
301;10;O
301;17;O
304;19;O
330;7;O
350;18;O
352;17;O
374;12;O
381;16;O
396;30;O
409;16;O
428;19;O
433;19;O
459;18;O
467;26;O
470;7;O
482;19;O
501;11;O
533;29;O
535;18;O
551;23;O
565;15;O
590;26;O
599;16;O
615;19;O
635;21;O
640;25;O
663;23;O
689;21;O
694;21;O
727;23;O
732;33;O
743;30;O
766;26;O
768;11;O
776;23;O
804;16;O
805;16;O
808;14;O
846;11;O
860;28;O
861;29;O
879;22;O
897;34;O
910;25;O
945;28;O
957;23;O
967;62;O
985;21;O
990;13;O
1014;16;O
1015;13;O
1039;24;O
1058;17;O
1062;24;O
1091;31;O
1096;30;O
1134;7;O
1135;21;O
1174;23;O
1180;7;O
1180;12;O
1227;16;O
1230;24;O
1238;22;O
1279;16;O
1287;41;O
1307;13;O
1314;20;O
1315;18;O
1318;22;O
1352;17;O
1371;28;O
1387;14;O
1394;22;O
1433;17;O
1436;32;O
1437;13;O
1445;8;O
1453;18;O
1479;29;O
1516;15;O
1525;12;O
1566;27;O
1576;44;O
1588;12;O
1594;23;O
1603;25;O
1631;17;O
1657;20;O
1672;16;O
1672;26;O
1681;22;O
1690;27;O
1716;23;O
1737;28;O
1740;20;O
1768;23;O
1781;29;O
