#TimeStamp;TripTime;Type
39;16;O
40;21;O
41;12;O
53;30;O
64;21;O
74;21;O
137;26;O
156;17;O
174;15;O
196;7;O
207;21;O
222;13;O
285;16;O
291;16;O
314;8;O
346;22;O
390;21;O
400;18;O
408;21;O
455;19;O
456;7;O
504;18;O
513;20;O
534;19;O
535;13;O
562;21;O
570;16;O
603;19;O
630;18;O
644;14;O
696;20;O
702;15;O
724;17;O
765;18;O
798;21;O
804;11;O
804;22;O
829;14;O
846;29;O
856;26;O
867;16;O
912;21;O
926;24;O
938;13;O
954;29;O
983;16;O
1000;24;O
1001;20;O
1029;22;O
1036;26;O
1104;20;O
1105;21;O
1106;27;O
1139;25;O
1147;31;O
1187;27;O
1198;18;O
1204;13;O
1235;14;O
1242;15;O
1244;21;O
1277;20;O
1277;13;O
1313;19;O
1355;24;O
1357;13;O
1366;26;O
1375;16;O
1375;22;O
1412;19;O
1427;22;O
1443;15;O
1468;16;O
1508;28;O
1524;15;O
1526;19;O
1533;26;O
1534;34;O
1558;19;O
1593;20;O
1593;16;O
1635;13;O
1652;19;O
1660;13;O
1674;11;O
1683;25;O
1692;20;O
1706;16;O
1741;18;O
1744;17;O
1759;26;O
1777;29;O
1778;20;O
1782;19;O
