Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;1800;1800
OutputStation0;35.50;3.50;241;170;34;29.110460486467527;228.03132773080816;4.171111111111259;58.463888888888846;7.088235294117647;876.8474195411634;1800
OutputStation1;35.50;9.50;269;196;33;32.337681346687454;364.45872278352186;4.255000000000109;71.29222222222234;8.151515151515152;769.2091913590581;1800
OutputStation2;0.50;6.50;268;205;30;35.54259307212092;268.3418814464049;8.50055555555582;76.68490620858893;8.933333333333334;769.8057935168243;1800
