#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;126.61;0.03;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0,RP/0
59.98;125.38;0.15;PP/0,TA/0.1,IS/0,PS/0.03,RB/0,OB/0.01,RP/0
119.77;125.11;0.2;PP/0,TA/0.14,IS/0,PS/0.06,RB/0,OB/0.01,RP/0
179.86;125.04;0.25;PP/0.01,TA/0.16,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
239.93;124.78;0.27;PP/0.01,TA/0.17,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
299.99;124.23;0.32;PP/0.01,TA/0.2,IS/0,PS/0.09,RB/0,OB/0.02,RP/0
359.7;124.01;0.35;PP/0.01,TA/0.21,IS/0,PS/0.09,RB/0,OB/0.02,RP/0
419.85;123.83;0.38;PP/0.01,TA/0.22,IS/0,PS/0.09,RB/0,OB/0.02,RP/0
479.72;123.67;0.41;PP/0.01,TA/0.23,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
539.96;123.42;0.44;PP/0.02,TA/0.23,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
599.66;123.27;0.46;PP/0.02,TA/0.24,IS/0,PS/0.1,RB/0,OB/0.03,RP/0
659.83;123.16;0.49;PP/0.02,TA/0.25,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
719.85;123.16;0.52;PP/0.02,TA/0.25,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
779.94;123.16;0.55;PP/0.03,TA/0.27,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
839.8;123.16;0.58;PP/0.03,TA/0.28,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
899.81;123.16;0.6;PP/0.03,TA/0.28,IS/0,PS/0.11,RB/0,OB/0.04,RP/0
959.93;123.16;0.62;PP/0.03,TA/0.28,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1019.97;123.02;0.64;PP/0.03,TA/0.29,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1079.94;122.94;0.67;PP/0.04,TA/0.29,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1139.99;122.88;0.7;PP/0.05,TA/0.31,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1199.62;122.88;0.73;PP/0.05,TA/0.31,IS/0,PS/0.12,RB/0,OB/0.05,RP/0
1259.98;122.88;0.75;PP/0.05,TA/0.32,IS/0,PS/0.12,RB/0,OB/0.05,RP/0
1319.81;122.51;0.78;PP/0.05,TA/0.32,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1379.74;122.31;0.8;PP/0.06,TA/0.33,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1439.96;122.18;0.82;PP/0.06,TA/0.33,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1499.6;122.12;0.84;PP/0.06,TA/0.34,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1559.98;121.96;0.87;PP/0.06,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1619.93;121.85;0.89;PP/0.06,TA/0.35,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1679.78;121.8;0.92;PP/0.07,TA/0.35,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1739.94;121.8;0.94;PP/0.07,TA/0.35,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1799.95;121.79;0.96;PP/0.07,TA/0.36,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
