#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;200;200;0;0;0;0;0;0.34
59.98;200;200;0;55.33;0;59.98;0;0.34
119.77;200;200;0;96.26;0;111.01;0;0.3
179.86;200;200;0;119.92;0;149.86;0;0.23
239.93;200;200;0;149.15;0;232.42;0;0.19
299.99;200;200;0;170.13;0;238.06;0;0.24
359.7;200;200;0;212.57;0;284.5;0;0.3
419.85;200;200;0;223.27;0;349.98;0;0.29
479.72;200;200;0;264.58;0;393.48;0;0.28
539.96;200;200;0;308.8;0;486.4;0;0.27
599.66;200;200;0;339.48;0;490.39;0;0.3
659.83;200;200;0;352.83;0;499.44;0;0.37
719.85;200;200;0;367.22;0;524.25;0;0.36
779.94;200;200;0;403.19;0;651.24;0;0.34
839.8;200;200;0;435.33;0;703.87;0;0.36
899.81;200;200;0;416.01;0;767.16;0;0.35
959.93;200;200;0;439.32;0;825.59;0;0.31
1019.97;200;200;0;468.33;0;882.71;0;0.33
1079.94;200;200;0;484.83;0;967.75;0;0.35
1139.99;200;200;0;481.15;0;997.32;0;0.32
1199.62;200;200;0;489.2;0;1064.1;0;0.3
1259.98;200;200;0;507.45;0;1081.72;0;0.31
1319.81;200;192;0;518.23;0;1097.58;0;0.36
1379.74;200;180;0;529.9;0;1152.1;0;0.3
1439.96;200;173;0;539.62;0;1318.06;0;0.23
1499.6;200;162;0;510.86;0;1254.35;0;0.38
1559.98;200;153;0;523.9;0;1362.2;0;0.34
1619.93;200;141;0;559.97;0;1415.04;0;0.34
1679.78;200;132;0;555.9;0;1407.76;0;0.34
1739.94;200;121;0;579.6;0;1393.27;0;0.41
1799.95;200;109;0;594.14;0;1463.3;0;0.39
