#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;200;200;0;0;0;0;0;0.43
59.89;200;200;0;49.18;0;58.47;0;0.42
119.87;200;200;0;87.89;0;116.48;0;0.35
179.59;200;200;0;124.2;0;175.79;0;0.35
239.58;200;200;0;143.82;0;222.01;0;0.45
299.79;200;200;0;178;0;250.17;0;0.44
359.86;200;200;0;204.07;0;318.7;0;0.39
419.82;200;200;0;199.07;0;357.25;0;0.45
479.68;200;200;0;214.97;0;406.7;0;0.42
539.89;200;200;0;225.11;0;406.96;0;0.45
599.81;200;200;0;275.41;0;485.79;0;0.45
659.86;200;200;0;269.49;0;536.39;0;0.43
719.9;200;200;0;261.68;0;543.36;0;0.51
779.82;200;200;0;295.04;0;630.94;0;0.51
839.99;200;200;0;331.61;0;655.65;0;0.57
899.9;200;200;0;354.55;0;702.62;0;0.61
959.91;200;200;0;380.79;0;661.89;0;0.56
1019.91;200;200;0;425.13;0;801.9;0;0.6
1079.66;200;200;0;414.2;0;824.54;0;0.62
1139.72;200;200;0;380.87;0;850.77;0;0.64
1199.98;200;193;0;334.98;0;890.67;0;0.69
1259.96;200;183;0;375.1;0;935.1;0;0.64
1319.89;200;168;0;349.28;0;919.75;0;0.66
1379.88;200;153;0;393.72;0;1020.78;0;0.62
1439.84;200;149;0;434.41;0;1210.98;0;0.53
1499.81;200;147;0;436.5;0;1267.79;0;0.5
1559.69;200;140;0;433.5;0;1263.97;0;0.61
1619.96;200;126;0;471.37;0;1289.33;0;0.58
1679.96;200;116;0;519.39;0;1406.31;0;0.55
1739.95;200;112;0;531.13;0;1541.3;0;0.48
1799.95;200;91;0;521.64;0;1506.17;0;0.54
