#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;99.09;0.04;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.03,RP/0
59.69;99.09;0.23;PP/0.01,TA/0.15,IS/0,PS/0.08,RB/0,OB/0.03,RP/0
119.89;99.09;0.37;PP/0.01,TA/0.26,IS/0,PS/0.16,RB/0,OB/0.04,RP/0
179.89;99.09;0.41;PP/0.01,TA/0.28,IS/0,PS/0.17,RB/0,OB/0.04,RP/0
239.93;99.09;0.44;PP/0.01,TA/0.28,IS/0,PS/0.17,RB/0,OB/0.05,RP/0
299.68;99.09;0.48;PP/0.02,TA/0.3,IS/0,PS/0.18,RB/0,OB/0.05,RP/0
359.59;99.09;0.52;PP/0.02,TA/0.32,IS/0,PS/0.18,RB/0,OB/0.05,RP/0
419.95;99.09;0.57;PP/0.02,TA/0.34,IS/0,PS/0.19,RB/0,OB/0.06,RP/0
479.85;99.09;0.6;PP/0.02,TA/0.35,IS/0,PS/0.19,RB/0,OB/0.06,RP/0
539.75;99.09;0.63;PP/0.03,TA/0.36,IS/0,PS/0.19,RB/0,OB/0.06,RP/0
599.94;99.09;0.67;PP/0.03,TA/0.37,IS/0,PS/0.19,RB/0,OB/0.06,RP/0
659.96;99.09;0.7;PP/0.03,TA/0.38,IS/0,PS/0.2,RB/0,OB/0.07,RP/0
719.96;99.09;0.74;PP/0.04,TA/0.39,IS/0,PS/0.2,RB/0,OB/0.07,RP/0
779.94;99.09;0.78;PP/0.04,TA/0.4,IS/0,PS/0.21,RB/0,OB/0.07,RP/0
840;99.09;0.81;PP/0.04,TA/0.4,IS/0,PS/0.21,RB/0,OB/0.08,RP/0
899.95;99.09;0.84;PP/0.04,TA/0.41,IS/0,PS/0.21,RB/0,OB/0.08,RP/0
959.97;99.09;0.87;PP/0.05,TA/0.42,IS/0,PS/0.22,RB/0,OB/0.08,RP/0
1019.97;99.09;0.9;PP/0.05,TA/0.43,IS/0,PS/0.22,RB/0,OB/0.08,RP/0
1079.62;98.88;0.93;PP/0.05,TA/0.43,IS/0,PS/0.22,RB/0,OB/0.09,RP/0
1139.99;98.76;0.96;PP/0.06,TA/0.44,IS/0,PS/0.22,RB/0,OB/0.09,RP/0
1199.6;98.43;0.99;PP/0.06,TA/0.45,IS/0,PS/0.22,RB/0,OB/0.09,RP/0
1259.75;98.33;1.03;PP/0.06,TA/0.46,IS/0,PS/0.23,RB/0,OB/0.1,RP/0
1319.95;98.19;1.05;PP/0.06,TA/0.46,IS/0,PS/0.23,RB/0,OB/0.1,RP/0
1379.61;98.09;1.08;PP/0.07,TA/0.48,IS/0,PS/0.23,RB/0,OB/0.1,RP/0
1439.93;98.07;1.11;PP/0.07,TA/0.48,IS/0,PS/0.23,RB/0,OB/0.1,RP/0
1499.97;97.94;1.13;PP/0.07,TA/0.49,IS/0,PS/0.23,RB/0,OB/0.1,RP/0
1559.83;97.82;1.16;PP/0.07,TA/0.49,IS/0,PS/0.23,RB/0,OB/0.1,RP/0
1619.66;97.81;1.18;PP/0.08,TA/0.5,IS/0,PS/0.23,RB/0,OB/0.1,RP/0
1679.95;97.81;1.2;PP/0.08,TA/0.5,IS/0,PS/0.23,RB/0,OB/0.11,RP/0
1739.84;97.81;1.23;PP/0.08,TA/0.5,IS/0,PS/0.24,RB/0,OB/0.11,RP/0
1799.77;97.81;1.25;PP/0.08,TA/0.5,IS/0,PS/0.24,RB/0,OB/0.11,RP/0
