#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;152.36;0.04;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.86;151.21;1.02;PP/0.02,TA/0.9,IS/0,PS/0.46,RB/0,OB/0.01,RP/0
119.84;150.61;1.49;PP/0.03,TA/1.3,IS/0,PS/0.8,RB/0,OB/0.02,RP/0
179.73;150.51;1.64;PP/0.04,TA/1.4,IS/0,PS/0.84,RB/0,OB/0.03,RP/0
239.7;149.86;1.84;PP/0.05,TA/1.55,IS/0,PS/0.86,RB/0,OB/0.04,RP/0
299.8;148.93;1.98;PP/0.05,TA/1.64,IS/0,PS/0.88,RB/0,OB/0.04,RP/0
359.92;148.91;2.12;PP/0.06,TA/1.72,IS/0,PS/0.91,RB/0,OB/0.05,RP/0
419.92;148.66;2.32;PP/0.07,TA/1.86,IS/0,PS/0.94,RB/0,OB/0.06,RP/0
479.58;148.24;2.49;PP/0.08,TA/1.98,IS/0,PS/0.96,RB/0,OB/0.07,RP/0
539.99;147.71;2.6;PP/0.09,TA/2.03,IS/0,PS/0.99,RB/0,OB/0.08,RP/0
599.74;147.71;2.74;PP/0.1,TA/2.13,IS/0,PS/1.02,RB/0,OB/0.08,RP/0
659.74;147.71;2.86;PP/0.11,TA/2.19,IS/0,PS/1.03,RB/0,OB/0.09,RP/0
719.81;147.71;2.95;PP/0.12,TA/2.22,IS/0,PS/1.04,RB/0,OB/0.09,RP/0
779.96;148.17;3.07;PP/0.12,TA/2.29,IS/0,PS/1.06,RB/0,OB/0.1,RP/0
839.67;147.87;3.17;PP/0.13,TA/2.34,IS/0,PS/1.07,RB/0,OB/0.1,RP/0
899.82;147.95;3.26;PP/0.14,TA/2.38,IS/0,PS/1.09,RB/0,OB/0.11,RP/0
959.86;147.95;3.38;PP/0.15,TA/2.46,IS/0,PS/1.1,RB/0,OB/0.12,RP/0
1019.97;147.89;3.54;PP/0.16,TA/2.56,IS/0,PS/1.12,RB/0,OB/0.13,RP/0
1079.67;147.87;3.62;PP/0.16,TA/2.59,IS/0,PS/1.13,RB/0,OB/0.13,RP/0
1139.84;147.87;3.72;PP/0.17,TA/2.64,IS/0,PS/1.16,RB/0,OB/0.14,RP/0
1199.66;147.81;3.81;PP/0.18,TA/2.68,IS/0,PS/1.18,RB/0,OB/0.15,RP/0
1259.61;147.6;3.94;PP/0.2,TA/2.75,IS/0,PS/1.2,RB/0,OB/0.15,RP/0
1319.98;137.3;4.06;PP/0.21,TA/2.78,IS/0,PS/1.22,RB/0,OB/0.19,RP/0
1379.9;121.38;4.17;PP/0.22,TA/2.83,IS/0,PS/1.24,RB/0,OB/0.2,RP/0
1439.91;102.02;4.28;PP/0.23,TA/2.9,IS/0,PS/1.26,RB/0,OB/0.2,RP/0
1499.91;88.13;4.37;PP/0.23,TA/2.94,IS/0,PS/1.28,RB/0,OB/0.21,RP/0
1559.73;79.18;4.47;PP/0.24,TA/2.99,IS/0,PS/1.3,RB/0,OB/0.22,RP/0
1619.82;79.49;4.57;PP/0.25,TA/3.04,IS/0,PS/1.31,RB/0,OB/0.22,RP/0
1679.72;79.43;4.64;PP/0.26,TA/3.06,IS/0,PS/1.32,RB/0,OB/0.23,RP/0
1739.97;80.47;4.73;PP/0.27,TA/3.1,IS/0,PS/1.34,RB/0,OB/0.23,RP/0
1799.9;80.47;4.81;PP/0.28,TA/3.13,IS/0,PS/1.36,RB/0,OB/0.24,RP/0
