#FromID;FromX;FromY;FromIsStorage;FromIsIStation;FromIsOStation;FromIsElevator;ToID;ToX;ToY;ToIsStorage;ToIsIStation;ToIsOStation;ToIsElevator;Count;TravelTimeAvg;TravelTimeVar;TravelTimeMin;TravelTimeMax
12;35.50;3.50;False;False;True;False;144;19.50;1.50;True;False;False;False;1;18.059812417174385;0;18.059812417174385;18.059812417174385
12;35.50;3.50;False;False;True;False;146;21.50;1.50;True;False;False;False;1;19.17805915201626;0;19.17805915201626;19.17805915201626
12;35.50;3.50;False;False;True;False;149;24.50;1.50;True;False;False;False;2;17.66810245126213;15.329895629637408;14.899538235857563;20.436666666666696
12;35.50;3.50;False;False;True;False;153;14.50;2.50;True;False;False;False;1;19.011298693937647;0;19.011298693937647;19.011298693937647
12;35.50;3.50;False;False;True;False;155;16.50;2.50;True;False;False;False;2;19.150277777777774;1.5051124999998264;18.282777777777824;20.017777777777724
12;35.50;3.50;False;False;True;False;157;18.50;2.50;True;False;False;False;3;16.619105337878903;0.16459103934168937;16.150649346969885;16.854999999999905
12;35.50;3.50;False;False;True;False;158;19.50;2.50;True;False;False;False;1;17.63435065303196;0;17.63435065303196;17.63435065303196
12;35.50;3.50;False;False;True;False;160;21.50;2.50;True;False;False;False;2;14.41083333333333;0.4412779320986214;13.941111111111184;14.880555555555475
12;35.50;3.50;False;False;True;False;161;22.50;2.50;True;False;False;False;1;15.821111111111122;0;15.821111111111122;15.821111111111122
12;35.50;3.50;False;False;True;False;162;23.50;2.50;True;False;False;False;2;13.16976911792915;0.15457762990230325;12.891760458079943;13.447777777778356
12;35.50;3.50;False;False;True;False;163;24.50;2.50;True;False;False;False;2;13.318333333333452;1.6622722222226836;12.40666666666666;14.230000000000246
12;35.50;3.50;False;False;True;False;181;14.50;4.50;True;False;False;False;3;21.794629629630055;0.9695599794246739;20.95611111111134;22.878888888889833
12;35.50;3.50;False;False;True;False;183;16.50;4.50;True;False;False;False;2;17.622633494193053;0.025003377192329274;17.510822543941458;17.734444444444648
12;35.50;3.50;False;False;True;False;184;17.50;4.50;True;False;False;False;1;17.05953823585753;0;17.05953823585753;17.05953823585753
12;35.50;3.50;False;False;True;False;185;18.50;4.50;True;False;False;False;2;16.46870849898926;0.05849876783674865;16.297683986364973;16.639733011613544
12;35.50;3.50;False;False;True;False;189;22.50;4.50;True;False;False;False;3;14.61777777777786;0.12164567901229423;14.222222222222399;14.881111111111181
12;35.50;3.50;False;False;True;False;190;23.50;4.50;True;False;False;False;1;13.928427124744758;0;13.928427124744758;13.928427124744758
12;35.50;3.50;False;False;True;False;191;24.50;4.50;True;False;False;False;2;15.420786437627136;0.01063315607810154;15.347871569191057;15.493701306063215
12;35.50;3.50;False;False;True;False;233;24.50;7.50;True;False;False;False;3;18.302869171550054;4.108140147355179;17.00823954192083;20.638701306062558
12;35.50;3.50;False;False;True;False;275;24.50;10.50;True;False;False;False;1;19.869444444444525;0;19.869444444444525;19.869444444444525
28;35.50;9.50;False;False;True;False;228;19.50;7.50;True;False;False;False;1;20.345555555555052;0;20.345555555555052;20.345555555555052
28;35.50;9.50;False;False;True;False;230;21.50;7.50;True;False;False;False;1;19.99648627676038;0;19.99648627676038;19.99648627676038
28;35.50;9.50;False;False;True;False;233;24.50;7.50;True;False;False;False;1;15.55546176414282;0;15.55546176414282;15.55546176414282
28;35.50;9.50;False;False;True;False;239;16.50;8.50;True;False;False;False;1;18.83888888888896;0;18.83888888888896;18.83888888888896
28;35.50;9.50;False;False;True;False;240;17.50;8.50;True;False;False;False;1;16.885093791413283;0;16.885093791413283;16.885093791413283
28;35.50;9.50;False;False;True;False;241;18.50;8.50;True;False;False;False;1;16.2222222222224;0;16.2222222222224;16.2222222222224
28;35.50;9.50;False;False;True;False;244;21.50;8.50;True;False;False;False;3;15.182592592592073;0.9482930961121163;14.171378099496224;16.114083664645023
28;35.50;9.50;False;False;True;False;246;23.50;8.50;True;False;False;False;3;13.590185185185296;0.06518281893008958;13.29777777777781;13.76888888888925
28;35.50;9.50;False;False;True;False;247;24.50;8.50;True;False;False;False;2;12.650277777777887;0.44966805555527667;12.176111111111368;13.124444444444407
28;35.50;9.50;False;False;True;False;268;17.50;10.50;True;False;False;False;2;17.373008659849006;0.6694731026933102;16.79444444444448;17.951572875253532
28;35.50;9.50;False;False;True;False;269;18.50;10.50;True;False;False;False;1;17.27490620858657;0;17.27490620858657;17.27490620858657
28;35.50;9.50;False;False;True;False;270;19.50;10.50;True;False;False;False;1;16.73620490252415;0;16.73620490252415;16.73620490252415
28;35.50;9.50;False;False;True;False;272;21.50;10.50;True;False;False;False;2;14.257871569189547;0.021203730968718332;14.154906208585317;14.360836929793777
28;35.50;9.50;False;False;True;False;274;23.50;10.50;True;False;False;False;3;13.283239541920532;0.03710508214739952;13.16601731969854;13.50555555555556
28;35.50;9.50;False;False;True;False;275;24.50;10.50;True;False;False;False;3;15.475185185185637;1.05054365559065;14.310555555555538;16.239906208588536
28;35.50;9.50;False;False;True;False;289;24.50;11.50;True;False;False;False;1;17.56620490252405;0;17.56620490252405;17.56620490252405
28;35.50;9.50;False;False;True;False;317;24.50;13.50;True;False;False;False;2;17.748333333333335;1.4753802469137607;16.889444444444393;18.607222222222276
28;35.50;9.50;False;False;True;False;331;24.50;14.50;True;False;False;False;4;22.405764788004063;82.65622981742419;17.69546176414235;36.04185424949219
44;0.50;6.50;False;False;True;False;136;11.50;1.50;True;False;False;False;2;17.254491340150935;0.003860706336010159;17.21055555555563;17.29842712474624
