#TimeStamp;TripTime;Type
38;17;O
39;15;O
40;15;O
52;12;O
62;15;O
76;26;O
126;27;O
133;21;O
163;19;O
170;23;O
199;23;O
213;12;O
233;30;O
260;19;O
279;20;O
286;23;O
319;26;O
347;30;O
365;25;O
376;18;O
388;8;O
389;27;O
428;21;O
453;19;O
454;14;O
460;21;O
485;7;O
503;25;O
544;25;O
547;18;O
553;20;O
555;13;O
627;13;O
644;27;O
646;26;O
684;21;O
709;21;O
731;25;O
741;35;O
752;15;O
763;24;O
824;27;O
835;21;O
848;18;O
860;13;O
894;26;O
904;26;O
941;11;O
954;12;O
957;23;O
985;18;O
1001;28;O
1008;20;O
1043;33;O
1045;21;O
1064;15;O
1077;20;O
1094;22;O
1099;17;O
1154;17;O
1188;11;O
1230;14;O
1233;76;O
1240;15;O
1287;29;O
1293;26;O
1317;21;O
1322;19;O
1364;27;O
1378;14;O
1379;25;O
1380;18;O
1395;34;O
1426;23;O
1443;19;O
1454;12;O
1459;21;O
1461;29;O
1528;31;O
1532;25;O
1533;36;O
1538;19;O
1554;15;O
1609;24;O
1615;13;O
1619;17;O
1628;24;O
1641;21;O
1643;23;O
1700;24;O
1701;24;O
1718;22;O
1721;13;O
1732;26;O
1746;25;O
1774;15;O
1796;21;O
