#TimeStamp;TripTime;Type
28;12;O
30;13;O
41;19;O
46;31;O
50;24;O
56;28;O
72;24;O
73;19;O
77;24;O
91;28;O
101;26;O
131;21;O
165;22;O
181;26;O
213;7;O
234;23;O
251;27;O
268;24;O
296;17;O
337;17;O
341;20;O
410;25;O
445;24;O
466;32;O
470;18;O
481;20;O
515;20;O
538;7;O
592;22;O
620;19;O
626;29;O
643;28;O
705;20;O
709;22;O
723;25;O
728;19;O
748;19;O
841;25;O
859;20;O
881;27;O
909;25;O
914;25;O
1013;19;O
1052;28;O
1063;21;O
1072;28;O
1082;18;O
1091;17;O
1095;15;O
1178;27;O
1188;19;O
1228;31;O
1244;22;O
1253;26;O
1291;24;O
1312;17;O
1344;26;O
1369;30;O
1383;13;O
1463;8;O
1477;26;O
1497;16;O
1519;8;O
1581;30;O
1606;23;O
1611;35;O
1649;24;O
1684;16;O
1694;20;O
1770;20;O
1779;18;O
1781;24;O
1791;19;O
