#TimeStamp;TripTime;Type
42;12;O
42;26;O
51;15;O
55;29;O
68;15;O
90;18;O
138;30;O
145;27;O
150;13;O
167;21;O
171;15;O
204;21;O
282;21;O
284;40;O
308;17;O
323;17;O
355;7;O
359;23;O
375;13;O
381;25;O
401;11;O
442;25;O
463;21;O
490;12;O
510;22;O
522;16;O
533;13;O
542;21;O
564;22;O
571;22;O
632;12;O
639;25;O
644;24;O
645;16;O
706;24;O
715;31;O
734;16;O
743;20;O
760;10;O
776;7;O
793;26;O
808;24;O
823;13;O
838;23;O
859;18;O
874;33;O
926;36;O
932;25;O
964;26;O
967;17;O
980;18;O
988;19;O
1004;11;O
1023;25;O
1040;7;O
1054;23;O
1073;21;O
1112;16;O
1142;15;O
1144;22;O
1149;36;O
1151;35;O
1195;21;O
1196;14;O
1209;19;O
1244;27;O
1264;15;O
1266;26;O
1295;25;O
1298;32;O
1308;20;O
1336;20;O
1370;20;O
1372;22;O
1381;24;O
1419;35;O
1426;21;O
1429;23;O
1454;21;O
1456;25;O
1456;20;O
1499;20;O
1532;23;O
1535;18;O
1537;33;O
1547;28;O
1577;6;O
1577;22;O
1610;21;O
1616;16;O
1624;26;O
1637;11;O
1681;22;O
1696;35;O
1697;28;O
1713;15;O
1720;27;O
1727;13;O
1756;19;O
1776;17;O
1784;12;O
1789;22;O
