# W2 W3 ItemPileOneAvg OrdersHandled DistanceTraveled TripCount OrderThroughputTimeAvg OrderTurnoverTimeAvg OrderPileOneAvg 
0.058 0.058 7.382421023965141 486 5143.281455673562 312 96.55632104354555 451.4598688066198 4.791394335511982
0.558 0.558 7.611073975044563 499 5064.546017886305 301 91.25420771981773 443.42106050718115 5.04998514557338
1.058 1.058 8.074074074074074 498 4898.797579594466 301 94.69665226417983 451.3124756666419 5.178016726403823
1.558 1.558 8.075681643625193 503 4916.79494014915 305 101.34431062912824 447.74295195569124 5.166705069124423
2.058 2.058 7.677714646464646 494 5098.723531191543 305 93.81945731074799 442.5395521259912 5.043244949494949
2.558 2.558 7.887045570916539 501 4969.1714381787315 310 91.18080977926958 441.39652074651923 5.09762137504073
3.058 3.058 7.212542412542412 494 5111.624932001439 320 92.20385905099205 427.9780688172896 4.728037128037128
3.558 3.558 7.4855699855699855 485 4912.170766705923 301 102.18274287201248 458.43239840750164 4.997691197691197
4.058 4.058 8.047426470588235 492 4905.410120747326 294 95.40843636342302 463.49834686136154 5.155964052287582
0.058 0.27199999999999996 7.745710784313726 491 5024.004181197444 304 89.62254926207459 448.7268033700175 5.023897058823529
0.558 0.772 8.23939393939394 505 4902.78590727297 288 89.2928279818888 413.04985451053045 5.456565656565657
1.058 1.272 7.584558823529412 484 4958.16377223186 303 91.0020159512934 439.46803483810385 4.949754901960785
1.558 1.772 7.924700635386119 493 4983.011191370144 299 88.37595526333416 463.34910574391074 5.147706907787554
2.058 2.2720000000000002 7.429057734204792 504 5016.002323765425 313 80.08684641118424 411.4854998924085 4.970179738562091
2.558 2.7720000000000002 7.724598930481284 496 5080.611275945867 311 91.73257572810462 440.0486412782519 4.965537730243613
3.058 3.2720000000000002 7.798771121351767 491 5067.742787224833 301 89.62198306850684 447.71913112247125 5.096466973886329
3.558 3.7720000000000002 8.53763440860215 528 5040.340570093033 290 81.5686987713224 427.61570792304934 5.621975806451613
4.058 4.272 8.63350482017056 505 4831.232699631648 283 93.3373914819253 425.1506975962543 5.506789951798294
0.058 0.48599999999999993 8.53015873015873 513 4885.301701388884 290 87.47999653971287 446.27516924547206 5.442857142857143
0.558 0.986 7.772890192245032 495 5062.793386567565 302 84.41161368273131 449.3861885028702 5.11208862821766
1.058 1.486 8.315086347344414 512 4932.149777581175 298 86.05970474042013 459.57977514647575 5.289670902574128
1.558 1.986 7.7358134920634924 479 4990.159061627571 300 90.54012135806774 467.70468549929336 4.979563492063492
2.058 2.4859999999999998 7.530759803921569 475 5063.369626398308 297 90.9738302718766 462.33929257818437 4.955024509803922
2.558 2.9859999999999998 7.192216280451575 463 5183.621772398877 309 95.56340459373412 466.684303971878 4.636066547831254
3.058 3.4859999999999998 7.901307189542483 497 4933.882770584841 301 80.43404831544719 453.38101011216526 5.092156862745098
3.558 3.9859999999999998 7.850892857142857 515 4952.076666735775 310 83.18458866045896 425.4258472383482 5.219047619047619
4.058 4.486 7.844248941023134 492 4995.051937251502 301 88.271918693224 434.4084750063144 5.094819159335288
0.058 0.7 7.086452762923351 465 4954.663880253214 312 88.6232682424265 440.85980098714447 4.6084373143196675
0.558 1.2 8.139809863339275 515 4833.934426462123 298 91.11076354289177 431.2068049817294 5.348544266191325
1.058 1.7 8.347753267973856 508 4981.242897892553 301 87.47859058676843 441.2040197323749 5.3192401960784315
1.558 2.2 8.175205566097407 503 4947.642020978665 296 83.21819890086132 447.09506841011506 5.258697027197976
2.058 2.7 8.444173881673882 510 4885.199542502791 291 88.15362337631319 437.2256172352716 5.532963564213564
2.558 3.2 8.037555344718532 493 4839.766629631511 304 103.35627259217638 428.6124292737029 5.0907455724225175
3.058 3.7 7.899371442125236 493 4959.719792567806 299 91.41321550943653 460.21241187172797 5.0954498734977856
3.558 4.2 7.882985452245414 500 4941.141530911555 296 90.05496223604132 447.09336014159123 5.214104996837444
4.058 4.7 8.422222222222222 490 4956.060136263094 285 86.83869580634087 453.233270222357 5.290909090909092
1 1 8.207244862417276 501 4873.263257807596 294 90.83504791988302 458.61157192016555 5.315569487983281
1.5 1.5 8.808788314176246 513 4785.367810696073 282 89.40829351475021 465.44661665412855 5.660919540229885
2 2 8.567361111111111 497 4802.617005114142 287 90.98238768324221 436.0132820813079 5.413194444444444
2.5 2.5 8.517264553207267 506 4762.077911271959 284 91.45002066064797 454.10401539037446 5.519709399332591
3 3 8.623214907697667 521 4964.560475095809 288 90.49149180146814 472.00156532671446 5.571621386276559
3.5 3.5 8.649775985663082 509 4812.379147429816 287 95.89597532086854 469.3739402856858 5.467629928315412
4 4 8.559035502410085 508 4883.388342678548 289 89.61557657491666 452.94296755173735 5.531643956247682
4.5 4.5 9.044165795889933 532 4687.912330246906 282 85.16887323824913 453.6298016262653 5.815430163706026
5 5 9.280926779313875 517 4666.804992296169 279 84.46267812964318 443.9424962356603 5.813466461853558
1.2638 0.058 9.230626622172784 522 4707.068709262278 275 95.92591696157606 464.48894768205145 5.889506859473489
1.7638 0.558 8.113717823395243 509 4977.443545863979 300 89.90317818822305 460.6310800346841 5.260671228413163
2.2638 1.058 7.3860294117647065 474 4952.851052777769 309 89.21136597944727 440.1882350140353 4.748161764705883
2.7638 1.558 7.253081232492998 472 5078.157853140034 309 99.22633527973669 464.952493388426 4.697794117647059
3.2638 2.058 8.408530873248615 530 4901.667609392072 298 88.50314769016991 442.74600910824546 5.520690778755295
3.7638 2.558 8.144998370804823 496 5009.234212481389 294 92.03644953228059 399.6817047746799 5.230368198110134
